priority_rank,priority_tier_number,priority_tier,cross_signature_consistency_score,pert_id,pert_iname,ATLAS_SIG_A_TOP150,ATLAS_SIG_B_TOP100,ATLAS_SIG_B_TOP150,n_signatures,n_negative,n_strong_negative,mean_tau,median_tau,minimum_tau,strong_negative_threshold,consensus_rank,A_TOP150_negative,A_TOP150_strong_negative,B_TOP100_negative,B_TOP100_strong_negative,B_TOP150_negative,B_TOP150_strong_negative,pubchem_cid,pubchem_title,molecular_formula,molecular_weight,canonical_smiles,isomeric_smiles,inchi,inchikey,pubchem_status,compound_classification,classification_reason,regulatory_status,regulatory_source,regulatory_verification_date,has_pubchem_identity,has_structure,multi_signature_negative,strong_cmap_support,downstream_status,regulatory_verification_date_utc,regulatory_jurisdiction,regulatory_primary_source,clinical_trial_source,fda_application_record_found,fda_application_number,fda_sponsor_name,fda_product_number,fda_marketing_status,fda_dosage_form,fda_route,fda_active_ingredient,fda_drugsfda_match_name,fda_drugsfda_http_status,fda_label_record_found,fda_label_generic_name,fda_label_brand_name,fda_label_manufacturer,fda_label_product_type,fda_label_route,fda_label_indications_excerpt,fda_label_match_name,fda_label_http_status,clinical_trial_record_found,clinical_trial_count_returned,clinical_trial_nct_ids,clinical_trial_statuses,clinical_trial_phases,clinical_trial_conditions,clinical_trial_match_name,clinicaltrials_http_status,regulatory_evidence_category,clinical_evidence_level,manual_regulatory_review_required,her2_breast_cancer_indication_verified,trastuzumab_resistance_indication_verified,final_fda_approval_claim,regulatory_processing_status
664,3,Tier 3 — Partial reversal,2,BRD-A16665823,butoconazole,0.000000,-50.782630,-32.632442,3,2,0,-27.805024,-32.632442,-50.782630,-90.000000,664,False,False,True,False,True,False,47472.000000,Butoconazole,C19H17Cl3N2S,411.800000,C1=CC(=C(C(=C1)Cl)SC(CCC2=CC=C(C=C2)Cl)CN3C=CN=C3)Cl,C1=CC(=C(C(=C1)Cl)SC(CCC2=CC=C(C=C2)Cl)CN3C=CN=C3)Cl,"InChI=1S/C19H17Cl3N2S/c20-15-7-4-14(5-8-15)6-9-16(12-24-11-10-23-13-24)25-19-17(21)2-1-3-18(19)22/h1-5,7-8,10-11,13,16H,6,9,12H2",SWLMUYACZKCSHZ-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,2026-08-31,United States,FDA/openFDA,ClinicalTrials.gov,False,,,,,,,,,429,False,,,,,,,,429,True,4,NCT00616330 | NCT00694928 | NCT01039584 | NCT05031481,COMPLETED | WITHDRAWN,NA | PHASE2 | PHASE3,"Vaginal Infection | Vulvovaginal Candidiasis | Vulvovaginitis, Vaginitis",butoconazole,200,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,False,False,NOT_ASSIGNED_AUTOMATICALLY,PROCESSED
666,3,Tier 3 — Partial reversal,2,BRD-A47706533,buthionine-sulfoximine,3.347428,-32.150240,-40.631050,3,2,0,-23.144621,-32.150240,-40.631050,-90.000000,666,False,False,True,False,True,False,119565.000000,"DL-Buthionine-(S,R)-sulfoximine",C8H18N2O3S,222.310000,CCCCS(=N)(=O)CCC(C(=O)O)N,CCCCS(=N)(=O)CC[C@@H](C(=O)O)N,"InChI=1S/C8H18N2O3S/c1-2-3-5-14(10,13)6-4-7(9)8(11)12/h7,10H,2-6,9H2,1H3,(H,11,12)/t7-,14?/m0/s1",KJQFBVYMGADDTQ-CVSPRKDYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,2026-08-31,United States,FDA/openFDA,ClinicalTrials.gov,False,,,,,,,,,429,False,,,,,,,,429,True,4,NCT00002730 | NCT00005095 | NCT00005835 | NCT00661336,COMPLETED | RECRUITING | WITHDRAWN,PHASE1,"Cervical Cancer, Endometrial Cancer, Fallopian Tube Cancer, Hereditary Breast/Ovarian Cancer (brca1, brca2), Ovarian Cancer | Melanoma (Skin) | Neuroblastoma",buthionine-sulfoximine,200,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,False,False,NOT_ASSIGNED_AUTOMATICALLY,PROCESSED
668,3,Tier 3 — Partial reversal,2,BRD-A49765801,fludroxycortide,-32.036926,19.830887,-73.845870,3,2,0,-28.683970,-32.036926,-73.845870,-90.000000,668,True,False,False,False,True,False,15209.000000,Flurandrenolide,C24H33FO6,436.500000,CC1(OC2CC3C4CC(C5=CC(=O)CCC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C)F)C,C[C@]12CCC(=O)C=C1[C@H](C[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3C[C@@H]5[C@]4(OC(O5)(C)C)C(=O)CO)C)O)F,"InChI=1S/C24H33FO6/c1-21(2)30-19-9-14-13-8-16(25)15-7-12(27)5-6-22(15,3)20(13)17(28)10-23(14,4)24(19,31-21)18(29)11-26/h7,13-14,16-17,19-20,26,28H,5-6,8-11H2,1-4H3/t13-,14-,16-,17-,19+,20+,22-,23-,24+/m0/s1",POPFMWWJOGLOIF-XWCQMRHXSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,2026-08-31,United States,FDA/openFDA,ClinicalTrials.gov,False,,,,,,,,,429,False,,,,,,,,429,True,3,NCT00558558 | NCT01996930 | NCT07751029,COMPLETED | NOT_YET_RECRUITING | TERMINATED,NA | PHASE2 | PHASE3,"Anorexia, Weight Loss, Cachexia | Menopause, Menopause Hot Flashes, Menopause Related Conditions | Peritoneal Dialysis, Continuous Ambulatory Peritoneal Dialysis, End Stage Renal Failure, Chronic Renal Failure",fludroxycortide,200,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,False,False,NOT_ASSIGNED_AUTOMATICALLY,PROCESSED
670,3,Tier 3 — Partial reversal,2,BRD-K79759585,sildenafil,0.000000,-31.675108,-41.791700,3,2,0,-24.488936,-31.675108,-41.791700,-90.000000,670,False,False,True,False,True,False,135398744.000000,Sildenafil,C22H30N6O4S,474.600000,CCCC1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C,CCCC1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C,"InChI=1S/C22H30N6O4S/c1-5-7-17-19-20(27(4)25-17)22(29)24-21(23-19)16-14-15(8-9-18(16)32-6-2)33(30,31)28-12-10-26(3)11-13-28/h8-9,14H,5-7,10-13H2,1-4H3,(H,23,24,29)",BNRNXUUZRGQAQC-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,2026-08-31,United States,FDA/openFDA,ClinicalTrials.gov,False,,,,,,,,,429,False,,,,,,,,429,True,10,NCT00906269 | NCT01254396 | NCT01295736 | NCT01360671 | NCT01986673 | NCT02519153 | NCT02802345 | NCT04211272 | NCT04770155 | NCT04882826,COMPLETED | TERMINATED | UNKNOWN | WITHDRAWN,EARLY_PHASE1 | PHASE1 | PHASE2 | PHASE3 | PHASE4,"Bioequivalence | Erectile Dysfunction | Healthy | Idiopathic Pulmonary Fibrosis | Impotence, Prostatic Neoplasms | Persistent Pulmonary Hypertension of the Newborn | Systemic Scleroderma | Ureteral Stone, Urolithiasis | Vascular Function, Racial Disparity",sildenafil,200,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,False,False,NOT_ASSIGNED_AUTOMATICALLY,PROCESSED
672,3,Tier 3 — Partial reversal,2,BRD-K66206289,lobeline,0.000000,-56.985126,-31.288265,3,2,0,-29.424464,-31.288265,-56.985126,-90.000000,672,False,False,True,False,True,False,101616.000000,Lobeline,C22H27NO2,337.500000,CN1C(CCCC1CC(=O)C2=CC=CC=C2)CC(C3=CC=CC=C3)O,CN1[C@@H](CCC[C@@H]1CC(=O)C2=CC=CC=C2)C[C@@H](C3=CC=CC=C3)O,"InChI=1S/C22H27NO2/c1-23-19(15-21(24)17-9-4-2-5-10-17)13-8-14-20(23)16-22(25)18-11-6-3-7-12-18/h2-7,9-12,19-21,24H,8,13-16H2,1H3/t19-,20+,21-/m0/s1",MXYUKLILVYORSK-HBMCJLEFSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,2026-08-31,United States,FDA/openFDA,ClinicalTrials.gov,False,,,,,,,,,429,False,,,,,,,,429,True,10,NCT00265681 | NCT00386945 | NCT00601042 | NCT00683839 | NCT01100216 | NCT01249339 | NCT01369693 | NCT03196102 | NCT03993782 | NCT07107139,COMPLETED | RECRUITING | WITHDRAWN,NA | PHASE1 | PHASE2 | PHASE4,"Cigarette Smoking | Smokeless Tobacco | Smokeless Tobacco, Tobacco Use Cessation | Smoking | Smoking Cessation, Smokeless Tobacco, Harm Reduction | Tobacco Use | Tobacco Use Cessation | Tobacco Use, Tobacco Smoking, Smoking, Cigar, Smoking, Pipe, Smoking, Hookah",lobeline,200,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,False,False,NOT_ASSIGNED_AUTOMATICALLY,PROCESSED
676,3,Tier 3 — Partial reversal,2,BRD-K50128260,sildenafil,-30.814380,23.593685,-35.802013,3,2,0,-14.340903,-30.814380,-35.802013,-90.000000,676,True,False,False,False,True,False,135398744.000000,Sildenafil,C22H30N6O4S,474.600000,CCCC1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C,CCCC1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C,"InChI=1S/C22H30N6O4S/c1-5-7-17-19-20(27(4)25-17)22(29)24-21(23-19)16-14-15(8-9-18(16)32-6-2)33(30,31)28-12-10-26(3)11-13-28/h8-9,14H,5-7,10-13H2,1-4H3,(H,23,24,29)",BNRNXUUZRGQAQC-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,2026-08-31,United States,FDA/openFDA,ClinicalTrials.gov,False,,,,,,,,,429,False,,,,,,,,429,True,10,NCT00906269 | NCT01254396 | NCT01295736 | NCT01360671 | NCT01986673 | NCT02519153 | NCT02802345 | NCT04211272 | NCT04770155 | NCT04882826,COMPLETED | TERMINATED | UNKNOWN | WITHDRAWN,EARLY_PHASE1 | PHASE1 | PHASE2 | PHASE3 | PHASE4,"Bioequivalence | Erectile Dysfunction | Healthy | Idiopathic Pulmonary Fibrosis | Impotence, Prostatic Neoplasms | Persistent Pulmonary Hypertension of the Newborn | Systemic Scleroderma | Ureteral Stone, Urolithiasis | Vascular Function, Racial Disparity",sildenafil,200,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,False,False,NOT_ASSIGNED_AUTOMATICALLY,PROCESSED
680,3,Tier 3 — Partial reversal,2,BRD-A83859836,tropisetron,0.000000,-30.598743,-34.943005,3,2,0,-21.847249,-30.598743,-34.943005,-90.000000,680,False,False,True,False,True,False,656665.000000,Tropisetron,C17H20N2O2,284.350000,CN1C2CCC1CC(C2)OC(=O)C3=CNC4=CC=CC=C43,CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)C3=CNC4=CC=CC=C43,"InChI=1S/C17H20N2O2/c1-19-11-6-7-12(19)9-13(8-11)21-17(20)15-10-18-16-5-3-2-4-14(15)16/h2-5,10-13,18H,6-9H2,1H3/t11-,12+,13?",ZNRGQMMCGHDTEI-FUNVUKJBSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,2026-08-31,United States,FDA/openFDA,ClinicalTrials.gov,False,,,,,,,,,429,False,,,,,,,,429,True,10,NCT01636947 | NCT02478047 | NCT02576327 | NCT02625181 | NCT03061396 | NCT03571126 | NCT04027751 | NCT05564286 | NCT06118216 | NCT07478692,COMPLETED | UNKNOWN,NA | PHASE3 | PHASE4,"Cervical Cancer, Nasopharyngeal Cancer, Chemotherapy-induced Nausea and Vomiting, Radiation-Induced Nausea and Vomiting, Antiemetic | Chemotherapy-induced Nausea and Vomiting | Chemotherapy-induced Nausea and Vomiting, Lung Cancer | Electro-acupuncture, Chemotherapy-induced Nausea and Vomiting | Emergence Delirium, Postoperative Delirium | Nausea, Vomiting | Postoperative Nausea and Vomiting | Postoperative Pain After Cesarean Section | Rectus Abdominis and External Oblique Muscle Infiltration Analgesia | Vomiting",tropisetron,200,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,False,False,NOT_ASSIGNED_AUTOMATICALLY,PROCESSED
681,3,Tier 3 — Partial reversal,2,BRD-K73824630,skatole,2.325581,-30.488573,-35.980846,3,2,0,-21.381279,-30.488573,-35.980846,-90.000000,681,False,False,True,False,True,False,6736.000000,Skatole,C9H9N,131.170000,CC1=CNC2=CC=CC=C12,CC1=CNC2=CC=CC=C12,"InChI=1S/C9H9N/c1-7-6-10-9-5-3-2-4-8(7)9/h2-6,10H,1H3",ZFRKQXVRDFCRJG-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,2026-08-31,United States,FDA/openFDA,ClinicalTrials.gov,False,,,,,,,,,429,False,,,,,,,,429,True,2,NCT02323217 | NCT02874820,COMPLETED | TERMINATED,EARLY_PHASE1,"Alzheimer Disease | Healthy Volunteers, Alzheimer Disease, Molecular Imaging",skatole,200,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,False,False,NOT_ASSIGNED_AUTOMATICALLY,PROCESSED
685,3,Tier 3 — Partial reversal,2,BRD-K19687926,lapatinib,4.228330,-29.981476,-33.703850,3,2,0,-19.818999,-29.981476,-33.703850,-90.000000,685,False,False,True,False,True,False,208908.000000,Lapatinib,C29H26ClFN4O4S,581.100000,CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl,CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl,"InChI=1S/C29H26ClFN4O4S/c1-40(36,37)12-11-32-16-23-7-10-27(39-23)20-5-8-26-24(14-20)29(34-18-33-26)35-22-6-9-28(25(30)15-22)38-17-19-3-2-4-21(31)13-19/h2-10,13-15,18,32H,11-12,16-17H2,1H3,(H,33,34,35)",BCFGMOOMADDAQU-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,2026-08-31,United States,FDA/openFDA,ClinicalTrials.gov,False,,,,,,,,,429,False,,,,,,,,429,True,10,NCT00114283 | NCT00272987 | NCT00544804 | NCT01044433 | NCT01044485 | NCT01064349 | NCT01160211 | NCT01658358 | NCT01847599 | NCT02551718,COMPLETED | TERMINATED,"NA | PHASE1 | PHASE1, PHASE2 | PHASE2 | PHASE3","Breast Cancer, Metastatic Cancer | Cancer | Head and Neck Cancer, Metastatic Squamous Neck Cancer With Occult Primary Squamous Cell Carcinoma, Recurrent Metastatic Squamous Neck Cancer With Occult Primary, Recurrent Salivary Gland Cancer, Recurrent Squamous Cell Carcinoma of the Hypopharynx | Metastatic Breast Cancer | Metastatic Breast Cancer, Colorectal Cancer | Neoplasms, Breast | Recurrent Acute Leukemia of Ambiguous Lineage, Recurrent Acute Lymphoblastic Leukemia, Recurrent Acute Myeloid Leukemia, Refractory Acute Lymphoblastic Leukemia, Refractory Acute Myeloid Leukemia | Recurrent Salivary Gland Cancer, Recurrent Squamous Cell Carcinoma of the Hypopharynx, Recurrent Squamous Cell Carcinoma of the Larynx, Recurrent Squamous Cell Carcinoma of the Lip and Oral Cavity, Recurrent Squamous Cell Carcinoma of the Nasopharynx",lapatinib,200,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,False,False,NOT_ASSIGNED_AUTOMATICALLY,PROCESSED
686,3,Tier 3 — Partial reversal,2,BRD-K05395900,nicotine,0.000000,-29.822062,-33.410217,3,2,0,-21.077426,-29.822062,-33.410217,-90.000000,686,False,False,True,False,True,False,89594.000000,Nicotine,C10H14N2,162.230000,CN1CCCC1C2=CN=CC=C2,CN1CCC[C@H]1C2=CN=CC=C2,"InChI=1S/C10H14N2/c1-12-7-3-5-10(12)9-4-2-6-11-8-9/h2,4,6,8,10H,3,5,7H2,1H3/t10-/m0/s1",SNICXCGAKADSCV-JTQLQIEISA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,2026-08-31,United States,FDA/openFDA,ClinicalTrials.gov,False,,,,,,,,,429,False,,,,,,,,429,True,10,NCT00664755 | NCT01186055 | NCT02081144 | NCT02096029 | NCT03402243 | NCT03673228 | NCT03837704 | NCT04645914 | NCT06609278 | NCT06704243,COMPLETED | UNKNOWN,NA | PHASE1 | PHASE2,"Cancer, Leukemia, Stem Cell Transplant | Nicotine Dependence | Nicotine Dependence, Vaping, Smoking | Opioid Use, Stimulant Use | Smoking, Abdominal Aortic Aneurysm, IQOS Use | Smoking, Smoking Cessation | Smoking, Tobacco Abstinence | Tobacco Use Disorder",nicotine,200,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,False,False,NOT_ASSIGNED_AUTOMATICALLY,PROCESSED
690,3,Tier 3 — Partial reversal,2,BRD-K35586044,yohimbine,-29.571936,7.121448,-55.196390,3,2,0,-25.882293,-29.571936,-55.196390,-90.000000,690,True,False,False,False,True,False,8969.000000,Yohimbine,C21H26N2O3,354.400000,COC(=O)C1C(CCC2C1CC3C4=C(CCN3C2)C5=CC=CC=C5N4)O,COC(=O)[C@H]1[C@H](CC[C@@H]2[C@@H]1C[C@H]3C4=C(CCN3C2)C5=CC=CC=C5N4)O,"InChI=1S/C21H26N2O3/c1-26-21(25)19-15-10-17-20-14(13-4-2-3-5-16(13)22-20)8-9-23(17)11-12(15)6-7-18(19)24/h2-5,12,15,17-19,22,24H,6-11H2,1H3/t12-,15-,17-,18-,19+/m0/s1",BLGXFZZNTVWLAY-SCYLSFHTSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,2026-08-31,United States,FDA/openFDA,ClinicalTrials.gov,False,,,,,,,,,429,False,,,,,,,,429,True,10,NCT00001329 | NCT00029627 | NCT00103987 | NCT00217048 | NCT00267657 | NCT00814047 | NCT02578849 | NCT04359147 | NCT06430580 | NCT06939608,COMPLETED | UNKNOWN,"EARLY_PHASE1 | NA | PHASE1 | PHASE1, PHASE2 | PHASE4","Amphetamine-Related Disorders | Autonomic Nervous System Disease, Healthy, Hypertension | Blood Flow Velocity, Autoregulation, Ocular Physiology | Cannabis Use Disorder | Healthy | Healthy Volunteers | Panic Disorder | Parkinson´s Disease | Pharmacokinetic Study in Healthy Volunteers | Yohimbine, Hydrocortisone, Yohimbine + Hydrocortisone, Placebo",yohimbine,200,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,False,False,NOT_ASSIGNED_AUTOMATICALLY,PROCESSED
695,3,Tier 3 — Partial reversal,2,BRD-A74667430,etodolac,0.000000,-28.816240,-34.381855,3,2,0,-21.066032,-28.816240,-34.381855,-90.000000,695,False,False,True,False,True,False,3308.000000,Etodolac,C17H21NO3,287.350000,CCC1=C2C(=CC=C1)C3=C(N2)C(OCC3)(CC)CC(=O)O,CCC1=C2C(=CC=C1)C3=C(N2)C(OCC3)(CC)CC(=O)O,"InChI=1S/C17H21NO3/c1-3-11-6-5-7-12-13-8-9-21-17(4-2,10-14(19)20)16(13)18-15(11)12/h5-7,18H,3-4,8-10H2,1-2H3,(H,19,20)",NNYBQONXHNTVIJ-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,2026-08-31,United States,FDA/openFDA,ClinicalTrials.gov,False,,,,,,,,,429,False,,,,,,,,429,True,10,NCT00888797 | NCT01638962 | NCT01735383 | NCT01827865 | NCT01831687 | NCT02180516 | NCT03127592 | NCT04626063 | NCT05261971 | NCT06839144,COMPLETED | RECRUITING | TERMINATED | UNKNOWN,NA | PHASE1 | PHASE2 | PHASE3,"Arthritis, Rheumatoid | Colorectal Neoplasms | Fasting | Fed | Low Back Pain, Acute Pain | Occlusion, Quality of Life | Osteoarthritis, Knee | Ovarian Cancer, Ovarian Cancer Metastatic Recurrent | Pain, Acute",etodolac,200,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,False,False,NOT_ASSIGNED_AUTOMATICALLY,PROCESSED
696,3,Tier 3 — Partial reversal,2,BRD-K92731339,perindopril,0.000000,-28.790184,-31.557276,3,2,0,-20.115820,-28.790184,-31.557276,-90.000000,696,False,False,True,False,True,False,107807.000000,Perindopril,C19H32N2O5,368.500000,CCCC(C(=O)OCC)NC(C)C(=O)N1C2CCCCC2CC1C(=O)O,CCC[C@@H](C(=O)OCC)N[C@@H](C)C(=O)N1[C@H]2CCCC[C@H]2C[C@H]1C(=O)O,"InChI=1S/C19H32N2O5/c1-4-8-14(19(25)26-5-2)20-12(3)17(22)21-15-10-7-6-9-13(15)11-16(21)18(23)24/h12-16,20H,4-11H2,1-3H3,(H,23,24)/t12-,13-,14-,15-,16-/m0/s1",IPVQLZZIHOAWMC-QXKUPLGCSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,2026-08-31,United States,FDA/openFDA,ClinicalTrials.gov,False,,,,,,,,,429,False,,,,,,,,429,True,10,NCT00202592 | NCT00231803 | NCT00292162 | NCT01819441 | NCT03738761 | NCT04222686 | NCT04254042 | NCT05535595 | NCT05564780 | NCT05683301,COMPLETED | NOT_YET_RECRUITING | UNKNOWN,NA | PHASE2 | PHASE4,"Cardiovascular Diseases | Cerebral Small Vessel Diseases | Chronic Heart Failure, Atrial Fibrillation | Chronic Kidney Disease | Hypertension | Primary Hypertension | Type 2 Diabetes Mellitus",perindopril,200,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,False,False,NOT_ASSIGNED_AUTOMATICALLY,PROCESSED
697,3,Tier 3 — Partial reversal,2,BRD-A90515964,guaifenesin,5.285412,-33.734035,-28.507076,3,2,0,-18.985233,-28.507076,-33.734035,-90.000000,697,False,False,True,False,True,False,3516.000000,Guaifenesin,C10H14O4,198.220000,COC1=CC=CC=C1OCC(CO)O,COC1=CC=CC=C1OCC(CO)O,"InChI=1S/C10H14O4/c1-13-9-4-2-3-5-10(9)14-7-8(12)6-11/h2-5,8,11-12H,6-7H2,1H3",HSRJKNPTNIJEKV-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,2026-08-31,United States,FDA/openFDA,ClinicalTrials.gov,False,,,,,,,,,429,False,,,,,,,,429,True,10,NCT00437619 | NCT00661063 | NCT00680927 | NCT01232920 | NCT01257243 | NCT01257542 | NCT01602185 | NCT01831466 | NCT02561130 | NCT03642262,COMPLETED | TERMINATED | UNKNOWN,PHASE1 | PHASE2 | PHASE3 | PHASE4,"Atrial Fibrillation, Risk of Cardiac Arrhythmias | Common Cold, Infections, Upper Respiratory Tract | Cough | Diabetic Neuropathy, Pain | Healthy Subjects | Neuropathic Pain | Psoriasis | Psoriasis Vulgaris, Psoriasis | Type 2 Diabetes Mellitus | Uveitis",guaifenesin,200,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,False,False,NOT_ASSIGNED_AUTOMATICALLY,PROCESSED
700,3,Tier 3 — Partial reversal,2,BRD-K62736196,guanaben-acetate,1.479915,-28.191992,-32.845947,3,2,0,-19.852675,-28.191992,-32.845947,-90.000000,700,False,False,True,False,True,False,5702063.000000,Guanabenz,C8H8Cl2N4,231.080000,C1=CC(=C(C(=C1)Cl)C=NN=C(N)N)Cl,C1=CC(=C(C(=C1)Cl)/C=N/N=C(N)N)Cl,"InChI=1S/C8H8Cl2N4/c9-6-2-1-3-7(10)5(6)4-13-14-8(11)12/h1-4H,(H4,11,12,14)/b13-4+",WDZVGELJXXEGPV-YIXHJXPBSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,2026-08-31,United States,FDA/openFDA,ClinicalTrials.gov,False,,,,,,,,,429,False,,,,,,,,429,True,4,NCT02423083 | NCT02443103 | NCT04467931 | NCT05084404,COMPLETED | TERMINATED | UNKNOWN,NA | PHASE1 | PHASE2,"Bone Cancer, Metastasis | Hypertension, COVID | Multiple Sclerosis, Relapsing-Remitting, Multiple Sclerosis | Nonalcoholic Fatty Liver, Nonalcoholic Steatohepatitis",Guanabenz,200,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,False,False,NOT_ASSIGNED_AUTOMATICALLY,PROCESSED
701,3,Tier 3 — Partial reversal,2,BRD-K62982419,cilomilast,0.000000,-28.168953,-49.001534,3,2,0,-25.723496,-28.168953,-49.001534,-90.000000,701,False,False,True,False,True,False,151170.000000,Cilomilast,C20H25NO4,343.400000,COC1=C(C=C(C=C1)C2(CCC(CC2)C(=O)O)C#N)OC3CCCC3,COC1=C(C=C(C=C1)C2(CCC(CC2)C(=O)O)C#N)OC3CCCC3,"InChI=1S/C20H25NO4/c1-24-17-7-6-15(12-18(17)25-16-4-2-3-5-16)20(13-21)10-8-14(9-11-20)19(22)23/h6-7,12,14,16H,2-5,8-11H2,1H3,(H,22,23)",CFBUZOUXXHZCFB-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,2026-08-31,United States,FDA/openFDA,ClinicalTrials.gov,False,,,,,,,,,429,False,,,,,,,,429,True,1,NCT00103922,COMPLETED,PHASE3,"Pulmonary Disease, Chronic Obstructive",cilomilast,200,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,False,False,NOT_ASSIGNED_AUTOMATICALLY,PROCESSED
