priority_rank,priority_tier_number,priority_tier,cross_signature_consistency_score,pert_id,pert_iname,ATLAS_SIG_A_TOP150,ATLAS_SIG_B_TOP100,ATLAS_SIG_B_TOP150,n_signatures,n_negative,n_strong_negative,mean_tau,median_tau,minimum_tau,strong_negative_threshold,consensus_rank,A_TOP150_negative,A_TOP150_strong_negative,B_TOP100_negative,B_TOP100_strong_negative,B_TOP150_negative,B_TOP150_strong_negative,pubchem_cid,pubchem_title,molecular_formula,molecular_weight,canonical_smiles,isomeric_smiles,inchi,inchikey,pubchem_status,compound_classification,classification_reason,regulatory_status,regulatory_source,regulatory_verification_date,has_pubchem_identity,has_structure,multi_signature_negative,strong_cmap_support,downstream_status,regulatory_verification_date_utc,regulatory_jurisdiction,regulatory_primary_source,clinical_trial_source,fda_application_record_found,fda_application_number,fda_sponsor_name,fda_product_number,fda_marketing_status,fda_dosage_form,fda_route,fda_active_ingredient,fda_drugsfda_match_name,fda_drugsfda_http_status,fda_label_record_found,fda_label_generic_name,fda_label_brand_name,fda_label_manufacturer,fda_label_product_type,fda_label_route,fda_label_indications_excerpt,fda_label_match_name,fda_label_http_status,clinical_trial_record_found,clinical_trial_count_returned,clinical_trial_nct_ids,clinical_trial_statuses,clinical_trial_phases,clinical_trial_conditions,clinical_trial_match_name,clinicaltrials_http_status,regulatory_evidence_category,clinical_evidence_level,manual_regulatory_review_required,her2_breast_cancer_indication_verified,trastuzumab_resistance_indication_verified,final_fda_approval_claim,regulatory_processing_status
1119,3,Tier 3 — Partial reversal,2,BRD-K17306061,aprepitant,-2.675298,-1.338971,0.000000,3,2,0,-1.338090,-1.338971,-2.675298,-90.000000,1119,True,False,True,False,False,False,135413536.000000,Aprepitant,C23H21F7N4O3,534.400000,CC(C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)OC2C(N(CCO2)CC3=NNC(=O)N3)C4=CC=C(C=C4)F,C[C@H](C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)O[C@@H]2[C@@H](N(CCO2)CC3=NNC(=O)N3)C4=CC=C(C=C4)F,"InChI=1S/C23H21F7N4O3/c1-12(14-8-15(22(25,26)27)10-16(9-14)23(28,29)30)37-20-19(13-2-4-17(24)5-3-13)34(6-7-36-20)11-18-31-21(35)33-32-18/h2-5,8-10,12,19-20H,6-7,11H2,1H3,(H2,31,32,33,35)/t12-,19+,20-/m1/s1",ATALOFNDEOCMKK-OITMNORJSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,2026-08-31,United States,FDA/openFDA,ClinicalTrials.gov,False,,,,,,,,,429,False,,,,,,,,429,True,10,NCT00092196 | NCT00659737 | NCT00719173 | NCT00819039 | NCT01334086 | NCT01474915 | NCT01636947 | NCT02576327 | NCT03435003 | NCT04873284,COMPLETED | UNKNOWN,NA | PHASE1 | PHASE2 | PHASE3 | PHASE4,"Acute Myeloid Leukemia | Breast Cancer, Nausea and Vomiting | Chemotherapy Induced Nausea and Vomiting, Pediatric Cancer Patients | Nausea, Vomiting | Nausea, Vomiting, Breast Neoplasms | Post-operative Nausea and Vomiting, Laparoscopic Sleeve Gastrectomy | Postoperative Nausea and Vomiting | Postoperative Nausea and Vomiting (PONV), Nausea | Vomiting",aprepitant,200,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,False,False,NOT_ASSIGNED_AUTOMATICALLY,PROCESSED
1120,3,Tier 3 — Partial reversal,2,BRD-K89375097,pirenzepine,-1.338971,20.851162,-20.026236,3,2,0,-0.171348,-1.338971,-20.026236,-90.000000,1120,True,False,False,False,True,False,4848.000000,Pirenzepine,C19H21N5O2,351.400000,CN1CCN(CC1)CC(=O)N2C3=CC=CC=C3C(=O)NC4=C2N=CC=C4,CN1CCN(CC1)CC(=O)N2C3=CC=CC=C3C(=O)NC4=C2N=CC=C4,"InChI=1S/C19H21N5O2/c1-22-9-11-23(12-10-22)13-17(25)24-16-7-3-2-5-14(16)19(26)21-15-6-4-8-20-18(15)24/h2-8H,9-13H2,1H3,(H,21,26)",RMHMFHUVIITRHF-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,2026-08-31,United States,FDA/openFDA,ClinicalTrials.gov,False,,,,,,,,,429,False,,,,,,,,429,True,4,NCT04005287 | NCT04786340 | NCT05005078 | NCT05488873,COMPLETED | UNKNOWN,PHASE2,"Chemotherapy-induced Peripheral Neuropathy | HIV Associated Polyneuropathy | Painful Diabetic Neuropathy, Diabetes Mellitus | Peripheral Neuropathy, Painful Diabetic Neuropathy, Diabetic Neuropathies, Painful",pirenzepine,200,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,False,False,NOT_ASSIGNED_AUTOMATICALLY,PROCESSED
1122,3,Tier 3 — Partial reversal,2,BRD-K31987754,oleylethanolamide,-20.368584,-1.316660,14.602722,3,2,0,-2.360840,-1.316660,-20.368584,-90.000000,1122,True,False,True,False,False,False,5283454.000000,Oleoylethanolamide,C20H39NO2,325.500000,CCCCCCCCC=CCCCCCCCC(=O)NCCO,CCCCCCCC/C=C\CCCCCCCC(=O)NCCO,"InChI=1S/C20H39NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-20(23)21-18-19-22/h9-10,22H,2-8,11-19H2,1H3,(H,21,23)/b10-9-",BOWVQLFMWHZBEF-KTKRTIGZSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,2026-08-31,United States,FDA/openFDA,ClinicalTrials.gov,False,,,,,,,,,429,False,,,,,,,,429,True,10,NCT04614233 | NCT05017428 | NCT05252949 | NCT06790407 | NCT06840080 | NCT07127445 | NCT07315516 | NCT07412730 | NCT07457723 | NCT07503782,COMPLETED | NOT_YET_RECRUITING | RECRUITING | TERMINATED,NA | PHASE2 | PHASE4,"Alcohol Use Disorder (AUD) | Gulf War Illness | Healthy | Healthy Volunteers | Healthy Volunteers - Male and Female, Pharmacokinetic Study in Healthy Volunteers | Healthy Volunteers, Glucose Tolerance | Overweight and Obesity | Postprandial Inflammation | Sleep Disorder (Disorder), Stress, Anxiety",Oleoylethanolamide,200,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,False,False,NOT_ASSIGNED_AUTOMATICALLY,PROCESSED
1123,3,Tier 3 — Partial reversal,2,BRD-K28761384,zuclopenthixol,0.000000,-1.303735,-76.904910,3,2,0,-26.069548,-1.303735,-76.904910,-90.000000,1123,False,False,True,False,True,False,5311507.000000,Zuclopenthixol,C22H25ClN2OS,401.000000,C1CN(CCN1CCC=C2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO,C1CN(CCN1CC/C=C\2/C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO,"InChI=1S/C22H25ClN2OS/c23-17-7-8-22-20(16-17)18(19-4-1-2-6-21(19)27-22)5-3-9-24-10-12-25(13-11-24)14-15-26/h1-2,4-8,16,26H,3,9-15H2/b18-5-",WFPIAZLQTJBIFN-DVZOWYKESA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,2026-08-31,United States,FDA/openFDA,ClinicalTrials.gov,False,,,,,,,,,429,False,,,,,,,,429,True,10,NCT00206960 | NCT00767715 | NCT01323205 | NCT01765829 | NCT02307396 | NCT02374567 | NCT02582736 | NCT05766007 | NCT07047651 | NCT07152184,ACTIVE_NOT_RECRUITING | COMPLETED | NOT_YET_RECRUITING | TERMINATED | UNKNOWN,NA | PHASE2 | PHASE3 | PHASE4,"Bipolar Disorder | Dementia, Depression, Schizophrenia, Psychosomatic Disorders, Anxiety Disorders | Patient With Schizophrenia Spectrum Disorder, NLM Classification WM 203, Psychology:Schizophrenic Psychology, Schizophrenia Spectrum and Other Psychotic Disorders | Psychosis Nos/Other | Psychotic Disorders, Schizophrenia, Schizoaffective Disorder, Bipolar Disorder, Diabetes Mellitus, Type 2 | Schizophrenia | Schizophrenia, Psychosis, Mania, Pregnancy, Drug Exposure in Utero | Schizophrenia, Schizophrenia and Disorders With Psychotic Features, Schizoaffective Disorders | Treatment Resistant Schizophrenia, Treatment Resistant Bipolar Disorder",zuclopenthixol,200,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,False,False,NOT_ASSIGNED_AUTOMATICALLY,PROCESSED
1124,3,Tier 3 — Partial reversal,2,BRD-K24526313,levcromakalim,0.000000,-1.303735,-1.409443,3,2,0,-0.904393,-1.303735,-1.409443,-90.000000,1124,False,False,True,False,True,False,93504.000000,Levcromakalim,C16H18N2O3,286.330000,CC1(C(C(C2=C(O1)C=CC(=C2)C#N)N3CCCC3=O)O)C,CC1([C@H]([C@@H](C2=C(O1)C=CC(=C2)C#N)N3CCCC3=O)O)C,"InChI=1S/C16H18N2O3/c1-16(2)15(20)14(18-7-3-4-13(18)19)11-8-10(9-17)5-6-12(11)21-16/h5-6,8,14-15,20H,3-4,7H2,1-2H3/t14-,15+/m1/s1",TVZCRIROJQEVOT-CABCVRRESA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,2026-08-31,United States,FDA/openFDA,ClinicalTrials.gov,False,,,,,,,,,429,False,,,,,,,,429,True,10,NCT03228355 | NCT03609008 | NCT03726242 | NCT04012047 | NCT04853797 | NCT05093582 | NCT05211050 | NCT05243953 | NCT05565001 | NCT05889442,COMPLETED | UNKNOWN,NA,"Cluster Headache | Dilatation of Cranial Arteries; MMA, STA and MCA, Headache | Headache, Migraine | Headache, Migraine With Aura, Migraine Without Aura | Headache, Migraine Without Aura | Headache, Migraine, Aura | Migraine Without Aura | Migraine Without Aura, Headache | Pain, Levcromakalim | Post-Traumatic Headache",levcromakalim,200,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,False,False,NOT_ASSIGNED_AUTOMATICALLY,PROCESSED
1125,3,Tier 3 — Partial reversal,2,BRD-A73581086,ergometrine,-1.268499,9.232933,-7.223397,3,2,0,0.247012,-1.268499,-7.223397,-90.000000,1125,True,False,False,False,True,False,443884.000000,Ergometrine,C19H23N3O2,325.400000,CC(CO)NC(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C,C[C@@H](CO)NC(=O)[C@H]1CN([C@@H]2CC3=CNC4=CC=CC(=C34)C2=C1)C,"InChI=1S/C19H23N3O2/c1-11(10-23)21-19(24)13-6-15-14-4-3-5-16-18(14)12(8-20-16)7-17(15)22(2)9-13/h3-6,8,11,13,17,20,23H,7,9-10H2,1-2H3,(H,21,24)/t11-,13+,17+/m0/s1",WVVSZNPYNCNODU-XTQGRXLLSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,2026-08-31,United States,FDA/openFDA,ClinicalTrials.gov,False,,,,,,,,,429,False,,,,,,,,429,True,10,NCT00707928 | NCT01549223 | NCT02044549 | NCT02046499 | NCT02306733 | NCT02408965 | NCT02410759 | NCT03904446 | NCT05772156 | NCT07390864,COMPLETED | RECRUITING | UNKNOWN,NA | PHASE3 | PHASE4,"Hemorrhage | Myoma;Uterus | Post Partum Hemorrhage | Postpartum Hemorrhage, Blood Loss | Prevention of Post Partum Haemorrhage | Retained Placenta | Twin; Complicating Pregnancy, Postpartum Hemorrhage | Uterine Atony With Hemorrhage | Uterine Atony, Hypotension",ergometrine,200,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,False,False,NOT_ASSIGNED_AUTOMATICALLY,PROCESSED
1126,3,Tier 3 — Partial reversal,2,BRD-K32311154,nifekalant,0.000000,-1.233263,-22.517820,3,2,0,-7.917028,-1.233263,-22.517820,-90.000000,1126,False,False,True,False,True,False,4486.000000,Nifekalant,C19H27N5O5,405.400000,CN1C(=CC(=O)N(C1=O)C)NCCN(CCCC2=CC=C(C=C2)[N+](=O)[O-])CCO,CN1C(=CC(=O)N(C1=O)C)NCCN(CCCC2=CC=C(C=C2)[N+](=O)[O-])CCO,"InChI=1S/C19H27N5O5/c1-21-17(14-18(26)22(2)19(21)27)20-9-11-23(12-13-25)10-3-4-15-5-7-16(8-6-15)24(28)29/h5-8,14,20,25H,3-4,9-13H2,1-2H3",OEBPANQZQGQPHF-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,2026-08-31,United States,FDA/openFDA,ClinicalTrials.gov,False,,,,,,,,,429,False,,,,,,,,429,True,4,NCT03853369 | NCT03855826 | NCT04209959 | NCT05169866,UNKNOWN,PHASE3 | PHASE4,"Atrial Fibrillation | New Onset Atrial Fibrillation, Complications; Cardiac, Postoperative | Ventricular Tachycardia, Ventricular Fibrillation",nifekalant,200,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,False,False,NOT_ASSIGNED_AUTOMATICALLY,PROCESSED
1127,3,Tier 3 — Partial reversal,2,BRD-K44084986,Y-27632,0.000000,-1.233263,-7.353433,3,2,0,-2.862232,-1.233263,-7.353433,-90.000000,1127,False,False,True,False,True,False,448042.000000,Ximelegatran,C14H21N3O,247.340000,CC(C1CCC(CC1)C(=O)NC2=CC=NC=C2)N,C[C@H](C1CCC(CC1)C(=O)NC2=CC=NC=C2)N,"InChI=1S/C14H21N3O/c1-10(15)11-2-4-12(5-3-11)14(18)17-13-6-8-16-9-7-13/h6-12H,2-5,15H2,1H3,(H,16,17,18)/t10-,11?,12?/m1/s1",IYOZTVGMEWJPKR-VOMCLLRMSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,2026-08-31,United States,FDA/openFDA,ClinicalTrials.gov,False,,,,,,,,,429,False,,,,,,,,429,True,4,NCT05309135 | NCT06041256 | NCT06630169 | NCT07368959,ACTIVE_NOT_RECRUITING | COMPLETED | RECRUITING,"PHASE1 | PHASE1, PHASE2 | PHASE2 | PHASE3","Corneal Edema | Corneal Edema, Corneal Endothelial Dysfunction | Corneal Edema, Corneal Endothelial Dysfunction, Fuchs Endothelial Corneal Dysfunction, Pseudophakic Bullous Keratopathy (PBK)",Y-27632,200,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,False,False,NOT_ASSIGNED_AUTOMATICALLY,PROCESSED
1133,3,Tier 3 — Partial reversal,2,BRD-K55344148,BU-224,-62.957450,10.624887,-1.162791,3,2,0,-17.831785,-1.162791,-62.957450,-90.000000,1133,True,False,False,False,True,False,2457.000000,BU 224,C12H11N3,197.240000,C1CN=C(N1)C2=NC3=CC=CC=C3C=C2,C1CN=C(N1)C2=NC3=CC=CC=C3C=C2,"InChI=1S/C12H11N3/c1-2-4-10-9(3-1)5-6-11(15-10)12-13-7-8-14-12/h1-6H,7-8H2,(H,13,14)",OSUVWJGCKQEMHK-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,2026-08-31,United States,FDA/openFDA,ClinicalTrials.gov,False,,,,,,,,,429,False,,,,,,,,429,True,1,NCT04221035,RECRUITING,PHASE3,"High-Risk Neuroblastoma, Patient With Insufficient Response Chemoimmunotherapy",BU 224,200,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,False,False,NOT_ASSIGNED_AUTOMATICALLY,PROCESSED
1142,3,Tier 3 — Partial reversal,2,BRD-K86434416,selegiline,-1.092318,37.685806,-13.389711,3,2,0,7.734592,-1.092318,-13.389711,-90.000000,1142,True,False,False,False,True,False,26757.000000,Selegiline,C13H17N,187.280000,CC(CC1=CC=CC=C1)N(C)CC#C,C[C@H](CC1=CC=CC=C1)N(C)CC#C,"InChI=1S/C13H17N/c1-4-10-14(3)12(2)11-13-8-6-5-7-9-13/h1,5-9,12H,10-11H2,2-3H3/t12-/m1/s1",MEZLKOACVSPNER-GFCCVEGCSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,2026-08-31,United States,FDA/openFDA,ClinicalTrials.gov,False,,,,,,,,,429,False,,,,,,,,429,True,10,NCT00000188 | NCT00000337 | NCT00443872 | NCT00531596 | NCT00532116 | NCT00640159 | NCT01495195 | NCT04130087 | NCT05938517 | NCT07452692,COMPLETED | NOT_YET_RECRUITING | UNKNOWN,NA | PHASE1 | PHASE2 | PHASE4,Cocaine Use Disorders | Cocaine-Related Disorders | Healthy | Major Depressive Disorder (MDD) | Ménière's Disease | Parkinson's Disease,selegiline,200,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,False,False,NOT_ASSIGNED_AUTOMATICALLY,PROCESSED
1145,3,Tier 3 — Partial reversal,2,BRD-K93754473,tamoxifen,0.000000,-1.057082,-8.258219,3,2,0,-3.105100,-1.057082,-8.258219,-90.000000,1145,False,False,True,False,True,False,2733526.000000,Tamoxifen,C26H29NO,371.500000,CCC(=C(C1=CC=CC=C1)C2=CC=C(C=C2)OCCN(C)C)C3=CC=CC=C3,CC/C(=C(\C1=CC=CC=C1)/C2=CC=C(C=C2)OCCN(C)C)/C3=CC=CC=C3,"InChI=1S/C26H29NO/c1-4-25(21-11-7-5-8-12-21)26(22-13-9-6-10-14-22)23-15-17-24(18-16-23)28-20-19-27(2)3/h5-18H,4,19-20H2,1-3H3/b26-25-",NKANXQFJJICGDU-QPLCGJKRSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,2026-08-31,United States,FDA/openFDA,ClinicalTrials.gov,False,,,,,,,,,429,False,,,,,,,,429,True,10,NCT00001848 | NCT00002582 | NCT00034125 | NCT00963417 | NCT00966043 | NCT02062489 | NCT02269670 | NCT02936206 | NCT03211572 | NCT05982093,COMPLETED | RECRUITING | TERMINATED | UNKNOWN,NA | PHASE1 | PHASE2 | PHASE3,"Breast Cancer | Breast Cancer, HER2-negative Breast Cancer, Hormone Receptor Positive Tumor, Premenopausal Breast Cancer | Breast Cancer, Osteoporosis | Breast Neoplasms | Endometriosis, Pelvic Pain | Estrogen Receptor-positive Breast Cancer, HER2-negative Breast Cancer, Progesterone Receptor-positive Breast Cancer, Recurrent Breast Cancer, Stage IIIA Breast Cancer",tamoxifen,200,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,False,False,NOT_ASSIGNED_AUTOMATICALLY,PROCESSED
1147,3,Tier 3 — Partial reversal,2,BRD-K67844266,pevonedistat,-1.057082,-22.674932,57.302345,3,2,0,11.190110,-1.057082,-22.674932,-90.000000,1147,True,False,True,False,False,False,16720766.000000,Pevonedistat,C21H25N5O4S,443.500000,C1CC2=CC=CC=C2C1NC3=C4C=CN(C4=NC=N3)C5CC(C(C5)O)COS(=O)(=O)N,C1CC2=CC=CC=C2[C@H]1NC3=C4C=CN(C4=NC=N3)[C@@H]5C[C@H]([C@H](C5)O)COS(=O)(=O)N,"InChI=1S/C21H25N5O4S/c22-31(28,29)30-11-14-9-15(10-19(14)27)26-8-7-17-20(23-12-24-21(17)26)25-18-6-5-13-3-1-2-4-16(13)18/h1-4,7-8,12,14-15,18-19,27H,5-6,9-11H2,(H2,22,28,29)(H,23,24,25)/t14-,15+,18-,19-/m0/s1",MPUQHZXIXSTTDU-QXGSTGNESA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,2026-08-31,United States,FDA/openFDA,ClinicalTrials.gov,False,,,,,,,,,429,False,,,,,,,,429,True,10,NCT02122770 | NCT03709576 | NCT03745352 | NCT03813147 | NCT03965689 | NCT04090736 | NCT04172844 | NCT04175912 | NCT04266795 | NCT04985656,ACTIVE_NOT_RECRUITING | COMPLETED | TERMINATED | WITHDRAWN,PHASE1 | PHASE2 | PHASE3,"Acute Myelogenous Leukemia | Acute Myeloid Leukemia (AML) | Acute Myeloid Leukemia Arising From Previous Myelodysplastic Syndrome, Recurrent Acute Myeloid Leukemia, Recurrent Myelodysplastic Syndrome, Refractory Acute Myeloid Leukemia, Refractory Myelodysplastic Syndrome | Advanced Solid Tumors | Leukemia, Myeloid, Acute | Metastatic Cholangiocarcinoma, Metastatic Hepatocellular Carcinoma, Stage III Hepatocellular Carcinoma AJCC v8, Stage III Intrahepatic Cholangiocarcinoma AJCC v8, Stage IIIA Hepatocellular Carcinoma AJCC v8 | Metastatic Lung Non-Small Cell Squamous Carcinoma, Metastatic Lung Non-Squamous Non-Small Cell Carcinoma, Stage IIIB Lung Cancer AJCC v8, Stage IV Lung Cancer AJCC v8, Stage IVA Lung Cancer AJCC v8 | Myelodysplastic Syndromes (MDS) | Recurrent Acute Myeloid Leukemia, Refractory Acute Myeloid Leukemia",pevonedistat,200,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,False,False,NOT_ASSIGNED_AUTOMATICALLY,PROCESSED
1149,3,Tier 3 — Partial reversal,2,BRD-K68620903,dydrogesterone,11.834037,-1.026698,-1.198027,3,2,0,3.203104,-1.026698,-1.198027,-90.000000,1149,False,False,True,False,True,False,9051.000000,Dydrogesterone,C21H28O2,312.400000,CC(=O)C1CCC2C1(CCC3C2C=CC4=CC(=O)CCC34C)C,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@@H]3[C@H]2C=CC4=CC(=O)CC[C@@]34C)C,"InChI=1S/C21H28O2/c1-13(22)17-6-7-18-16-5-4-14-12-15(23)8-10-20(14,2)19(16)9-11-21(17,18)3/h4-5,12,16-19H,6-11H2,1-3H3/t16-,17+,18-,19+,20+,21+/m0/s1",JGMOKGBVKVMRFX-HQZYFCCVSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,2026-08-31,United States,FDA/openFDA,ClinicalTrials.gov,False,,,,,,,,,429,False,,,,,,,,429,True,10,NCT00251082 | NCT01178931 | NCT01711216 | NCT03436303 | NCT03677336 | NCT04414761 | NCT05847660 | NCT05976529 | NCT06132620 | NCT06396390,COMPLETED | UNKNOWN,NA | PHASE3 | PHASE4,"Endometriosis, Endometriosis Ovary | IVF, Fertility Issues, Infertility | IVF, GnRH Antagonist, PPOS | Infertility, Female, Infertility, Genital Diseases, Male, Genital Diseases, Female, Progesterone | Irregular Menstrual Cycle | Luteal Phase Defect | Menopause | Menopause Syndrome | Polycystic Ovary Syndrome, Infertility, IVF | Postmenopause",dydrogesterone,200,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,False,False,NOT_ASSIGNED_AUTOMATICALLY,PROCESSED
1155,3,Tier 3 — Partial reversal,2,BRD-K79404599,enzastaurin,0.027749,-0.986610,-9.495766,3,2,0,-3.484876,-0.986610,-9.495766,-90.000000,1155,False,False,True,False,True,False,176167.000000,Enzastaurin,C32H29N5O2,515.600000,CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CN(C5=CC=CC=C54)C6CCN(CC6)CC7=CC=CC=N7,CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CN(C5=CC=CC=C54)C6CCN(CC6)CC7=CC=CC=N7,"InChI=1S/C32H29N5O2/c1-35-19-25(23-9-2-4-11-27(23)35)29-30(32(39)34-31(29)38)26-20-37(28-12-5-3-10-24(26)28)22-13-16-36(17-14-22)18-21-8-6-7-15-33-21/h2-12,15,19-20,22H,13-14,16-18H2,1H3,(H,34,38,39)",AXRCEOKUDYDWLF-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,2026-08-31,United States,FDA/openFDA,ClinicalTrials.gov,False,,,,,,,,,429,False,,,,,,,,429,True,10,NCT00052273 | NCT00309140 | NCT00386087 | NCT00402116 | NCT00452413 | NCT00469976 | NCT00538681 | NCT00685633 | NCT00709995 | NCT01388335,COMPLETED | TERMINATED | WITHDRAWN,"PHASE1 | PHASE1, PHASE2 | PHASE2","Adult, Solid Tumor | Breast Neoplasms | Glioblastoma, Glioblastoma Multiforme, Gliosarcoma | Lung Cancer | Metastatic Renal Cell Carcinoma | Neoplasms, Cancer | Non-Small Cell Lung Cancer, Malignant Solid Tumor | Prostate Cancer | Solid Tumor, Lymphoma, Malignant",enzastaurin,200,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,False,False,NOT_ASSIGNED_AUTOMATICALLY,PROCESSED
1161,3,Tier 3 — Partial reversal,2,BRD-K82941592,rosuvastatin,-6.448203,2.607470,-0.951374,3,2,0,-1.597369,-0.951374,-6.448203,-90.000000,1161,True,False,False,False,True,False,446157.000000,Rosuvastatin,C22H28FN3O6S,481.500000,CC(C)C1=NC(=NC(=C1C=CC(CC(CC(=O)O)O)O)C2=CC=C(C=C2)F)N(C)S(=O)(=O)C,CC(C)C1=NC(=NC(=C1/C=C/[C@H](C[C@H](CC(=O)O)O)O)C2=CC=C(C=C2)F)N(C)S(=O)(=O)C,"InChI=1S/C22H28FN3O6S/c1-13(2)20-18(10-9-16(27)11-17(28)12-19(29)30)21(14-5-7-15(23)8-6-14)25-22(24-20)26(3)33(4,31)32/h5-10,13,16-17,27-28H,11-12H2,1-4H3,(H,29,30)/b10-9+/t16-,17-/m1/s1",BPRHUIZQVSMCRT-VEUZHWNKSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,2026-08-31,United States,FDA/openFDA,ClinicalTrials.gov,False,,,,,,,,,429,False,,,,,,,,429,True,10,NCT00090298 | NCT00800800 | NCT00951132 | NCT02114697 | NCT02841774 | NCT03339752 | NCT03610321 | NCT06094244 | NCT06554821 | NCT06981299,COMPLETED | TERMINATED | UNKNOWN | WITHDRAWN,"NA | PHASE1 | PHASE2 | PHASE2, PHASE3 | PHASE3 | PHASE4","Aortic Stenosis | Atherosclerosis | Coronary Artery Disease | Depression | HIV Infection, Coronary Heart Disease | Healthy | Healthy Participants | Healthy Subjects | Hypercholesterolemia | Intracerebral Hemorrhage",rosuvastatin,200,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,False,False,NOT_ASSIGNED_AUTOMATICALLY,PROCESSED
