pert_id,pert_iname,n_signatures,median_connectivity,mean_connectivity,best_connectivity,worst_connectivity,n_negative_signatures
BRD-K52751261,TAK-715,9,-0.2693497,-0.2578172055555556,-0.38102996,-0.16843078,9
BRD-A84205515,estriol,3,-0.26934344,-0.26146978,-0.272269,-0.2427969,3
BRD-K50128260,sildenafil,12,-0.26932544,-0.27618097166666666,-0.3886339,-0.2120419,12
BRD-K34776109,glimepiride,6,-0.26930873499999997,-0.2621288016666667,-0.30973947,-0.18747151,6
BRD-K41410256,balsalazide,2,-0.269301115,-0.269301115,-0.27606815,-0.26253408,2
BRD-K67013324,luzindole,6,-0.26929061,-0.26125258,-0.3168478,-0.16956963,6
BRD-A49225603,alimemazine,2,-0.26928578999999997,-0.26928578999999997,-0.2760113,-0.26256028,2
BRD-K74761218,WT-171,1,-0.26927117,-0.26927117,-0.26927117,-0.26927117,1
BRD-K32247306,primidone,10,-0.2692609,-0.263724648,-0.34467763,-0.16926458,10
BRD-K64857848,XMD-885,8,-0.26925874,-0.268422895,-0.30994666,-0.22138417,8
BRD-A36151937,genistein,2,-0.26920949,-0.26920949,-0.29209012,-0.24632886,2
BRD-A85025557,NCS-382,6,-0.26920551000000004,-0.27445245833333337,-0.35683185,-0.1787686,6
BRD-K64517075,heliomycin,2,-0.26917672,-0.26917672,-0.27644914,-0.2619043,2
BRD-K02607075,tubocurarine,9,-0.26912394,-0.2796507411111111,-0.3908847,-0.21830429,9
BRD-A13084692,troglitazone,8,-0.26908405,-0.2715813425,-0.32550576,-0.22181776,8
BRD-K12513978,fenbufen,8,-0.26904896,-0.2720732325,-0.34415895,-0.22170046,8
BRD-K83153774,mirtazapine,5,-0.26904055,-0.26099121200000003,-0.30332175,-0.21844482,5
BRD-K70511574,HMN-214,9,-0.26900333,-0.26860826,-0.3387022,-0.20008612,9
BRD-A79226577,tropisetron,6,-0.268962855,-0.2714815666666667,-0.35416737,-0.20766675,6
BRD-A94793051,gestrinone,6,-0.268945415,-0.28187785666666665,-0.39146465,-0.2012161,6
BRD-A71390734,idarubicin,8,-0.268903275,-0.2779296975,-0.38514045,-0.18299332,8
BRD-K55395145,pemetrexed,11,-0.2688263,-0.26795068,-0.34155768,-0.18628839,11
BRD-K79145749,dibenzepin,4,-0.268825275,-0.25753702,-0.30214715,-0.19035038,4
BRD-K21350491,phenamil,4,-0.268777,-0.2655744075,-0.3072698,-0.21747383,4
BRD-K02965346,SU-11274,5,-0.26876184,-0.272826006,-0.3200031,-0.21399829,5
BRD-A13122391,triptolide,2,-0.268756315,-0.268756315,-0.27907857,-0.25843406,2
BRD-K71430621,clobenpropit,10,-0.268713965,-0.273855001,-0.3578034,-0.18883568,10
BRD-K38477985,malonoben,4,-0.26871172,-0.27894734250000003,-0.40473247,-0.17363346,4
BRD-K91938660,memantine,4,-0.268677845,-0.269107005,-0.29612857,-0.24294376,4
BRD-K73319509,PF-04217903,11,-0.26867047,-0.2744096018181818,-0.3840744,-0.16420782,11
BRD-A56012032,thiorphan,3,-0.268668,-0.26884287333333334,-0.32482618,-0.21303444,3
BRD-K55301415,abiraterone,5,-0.26858693,-0.258283898,-0.3621023,-0.1914833,5
BRD-K81839095,estrone,17,-0.26858038,-0.2766774517647059,-0.3721574,-0.22058105,17
BRD-K47278471,diphenhydramine,5,-0.26856348,-0.284375794,-0.34076542,-0.26387048,5
BRD-A67479912,progesterone,4,-0.268531205,-0.27383662,-0.33429652,-0.22398755,4
BRD-K80431395,triciribine,13,-0.2685016,-0.2708517546153846,-0.35405964,-0.20078465,13
BRD-K48029790,OBAA,2,-0.268467235,-0.268467235,-0.27987355,-0.25706092,2
BRD-K31491153,1-phenylbiguanide,1,-0.26845336,-0.26845336,-0.26845336,-0.26845336,1
BRD-M62162320,rilmenidine,4,-0.268442065,-0.26620560249999997,-0.3164001,-0.21153818,4
BRD-K39733634,L-161982,3,-0.26843765,-0.2754037166666667,-0.30614436,-0.25162914,3
BRD-K71879491,tretinoin,25,-0.26843587,-0.27940590719999997,-0.38818645,-0.18952651,25
BRD-K22878149,SB-205607,1,-0.26840997,-0.26840997,-0.26840997,-0.26840997,1
BRD-A87125127,3-matida,2,-0.26838873,-0.26838873,-0.29893395,-0.23784351,2
BRD-K66615216,moxifloxacin,6,-0.26836815,-0.25891964666666667,-0.28796384,-0.22019747,6
BRD-K90259198,W-7,3,-0.26832795,-0.2726428,-0.29643667,-0.25316378,3
BRD-A92161634,scopoline,4,-0.268327565,-0.27950429,-0.35024726,-0.23111477,4
BRD-K65786282,CGP-7930,6,-0.26826931499999995,-0.26835730333333335,-0.324262,-0.21107382,6
BRD-A19736161,ondansetron,12,-0.268261565,-0.28356562,-0.40889052,-0.23223883,12
BRD-K73397362,purmorphamine,5,-0.26825717,-0.27214031,-0.34649423,-0.19027655,5
BRD-K63915849,AS-604850,6,-0.268216805,-0.27323956,-0.32605776,-0.24194013,6
BRD-A65449987,flunisolide,5,-0.2682114,-0.286937388,-0.36164978,-0.23802623,5
BRD-K51476772,ST-638,4,-0.26818304,-0.28756682,-0.39640212,-0.21749908,4
BRD-K79684402,Ro-10-5824,4,-0.268149075,-0.2791242075,-0.36011243,-0.22008625,4
BRD-A59808129,guggulsterone,7,-0.2681343,-0.2853087542857143,-0.37985176,-0.24291286,7
BRD-A26334849,propafenone,8,-0.268108295,-0.26806194125,-0.29729176,-0.2239528,8
BRD-K13261168,quinelorane,2,-0.26810352,-0.26810352,-0.2803921,-0.25581494,2
BRD-A43940795,tetrahydropalmatine,3,-0.2680955,-0.2645161266666667,-0.28860763,-0.23684525,3
BRD-K14200658,syrosingopine,4,-0.2680851,-0.2720529275,-0.3277449,-0.22429661,4
BRD-K46678324,RHO-kinase-inhibitor-II,3,-0.26804224,-0.2705963866666667,-0.27805036,-0.26569656,3
BRD-A09161221,nomilin,2,-0.26803120999999996,-0.26803120999999996,-0.32256132,-0.2135011,2
BRD-K52313696,tacedinaline,13,-0.26802948,-0.2919141030769231,-0.37018314,-0.23155704,13
BRD-K07996107,harpagoside,9,-0.26801395,-0.27245262555555555,-0.34073633,-0.18614487,9
BRD-A35588707,teniposide,27,-0.26799455,-0.2712595751851852,-0.3580167,-0.19895513,27
BRD-K30351863,BRD-K30351863,2,-0.267965035,-0.267965035,-0.3129195,-0.22301057,2
BRD-K19507340,megestrol,10,-0.267886925,-0.274956399,-0.35207528,-0.22923781,10
BRD-K10852020,tolcapone,4,-0.26788091999999997,-0.26510192,-0.31536973,-0.20927611,4
BRD-K17674993,diflorasone,1,-0.26787955,-0.26787955,-0.26787955,-0.26787955,1
BRD-K54210043,NS-1619,10,-0.26786296,-0.29047224,-0.41839588,-0.2360823,10
BRD-A68723818,brompheniramine,4,-0.26785472499999996,-0.2673150975,-0.27691564,-0.2566353,4
BRD-K22031190,diflunisal,5,-0.26784593,-0.266249016,-0.30871353,-0.20614673,5
BRD-K01436366,XMD-1150,7,-0.2678151,-0.2758248485714286,-0.3104662,-0.2493927,7
BRD-K54094468,remoxipride,5,-0.2677875,-0.27905037,-0.33984923,-0.23646608,5
BRD-K08547377,irinotecan,13,-0.2677766,-0.2724936923076923,-0.35137814,-0.24244775,13
BRD-K64157027,ZD-2079,6,-0.26775088,-0.27927615666666666,-0.35869175,-0.21536681,6
BRD-K38436528,imipramine,15,-0.26772624,-0.27523613199999997,-0.3643272,-0.18671744,15
BRD-K63533170,AM-630,3,-0.26760763,-0.27392716333333333,-0.29448134,-0.25969252,3
BRD-K43405658,tyrphostin-AG-527,3,-0.26760197,-0.2718859333333334,-0.28944457,-0.25861126,3
BRD-A21723284,naltriben,4,-0.26759028500000004,-0.26462435,-0.3024773,-0.22083953,4
BRD-A09539288,homatropine,1,-0.2675583,-0.2675583,-0.2675583,-0.2675583,1
BRD-K19284129,salvinorin-a,1,-0.26755673,-0.26755673,-0.26755673,-0.26755673,1
BRD-A48257147,PHCCC,3,-0.26754797,-0.27310605,-0.28824925,-0.26352093,3
BRD-A57382968,piroxicam,8,-0.26754069,-0.271907135,-0.364824,-0.17733029,8
BRD-K68437527,EMF-BCA1-60,7,-0.2675099,-0.2697058157142857,-0.30523005,-0.2176669,7
BRD-K93325701,damnacanthal,4,-0.26750688,-0.26356767000000003,-0.29151356,-0.22774336,4
BRD-K32610195,androstenedione,4,-0.26750673,-0.25627650750000003,-0.28003424,-0.21005833,4
BRD-A49358627,ciprofibrate,4,-0.26745892000000004,-0.2641775525,-0.2808729,-0.24091947,4
BRD-K59522102,piperine,7,-0.26743284,-0.2890074357142857,-0.37138987,-0.20810622,7
BRD-K66788707,fludarabine,7,-0.2673714,-0.3032010114285714,-0.46784842,-0.25029084,7
BRD-A78322124,dobutamine,8,-0.26736364999999995,-0.266430565,-0.31920344,-0.2151908,8
BRD-A26711594,nicardipine,9,-0.2673471,-0.28076129555555557,-0.36639047,-0.22161838,9
BRD-K28470988,L-690330,4,-0.26732351,-0.26264730999999997,-0.2743484,-0.24159382,4
BRD-K46056750,AZD-7762,7,-0.26731417,-0.28284291142857143,-0.41833818,-0.1741122,7
BRD-K51095933,estropipate,7,-0.26730716,-0.2703809057142857,-0.3377337,-0.21618491,7
BRD-K36740062,GSK-1070916,7,-0.26730323,-0.28585883285714286,-0.40066063,-0.19859013,7
BRD-A22769835,homochlorcyclizine,8,-0.267285765,-0.26395541125,-0.35631782,-0.19303393,8
BRD-K35960502,niclosamide,12,-0.26727854,-0.267410975,-0.3405193,-0.20334494,12
BRD-A28856712,tetrahydrozoline,6,-0.2672382,-0.2711725133333333,-0.3015275,-0.24328637,6
BRD-A37541666,naloxone,1,-0.2672376,-0.2672376,-0.2672376,-0.2672376,1
BRD-A44701612,dihydroergocristine,3,-0.2672372,-0.25966451333333335,-0.2992496,-0.21250674,3
BRD-A75935363,atracurium,2,-0.267131945,-0.267131945,-0.32525092,-0.20901297,2
BRD-K22134346,simvastatin,9,-0.26707435,-0.2738702277777778,-0.38039035,-0.2168388,9
BRD-K82562631,tolmetin,3,-0.26705095,-0.2608234466666667,-0.2782676,-0.23715179,3
BRD-K87991767,umbelliferone,6,-0.26701938999999997,-0.265059475,-0.33815086,-0.17493558,6
BRD-A84389633,"tropanyl-3,5-dimethylbenzoate",6,-0.26696762,-0.28116082833333333,-0.35984832,-0.24506193,6
BRD-K05181463,L-741626,3,-0.2669518,-0.28108696666666666,-0.34448355,-0.23182555,3
BRD-K14204120,ranitidine,5,-0.26694018,-0.26523472,-0.3057142,-0.23224251,5
BRD-K90574421,ipsapirone,8,-0.26693406,-0.27294531375000003,-0.35212767,-0.183478,8
BRD-K73991644,isoquercetin,4,-0.26691986,-0.27901467,-0.35937315,-0.22284581,4
BRD-K92492521,LY-255283,4,-0.266915295,-0.247409815,-0.27550742,-0.18030125,4
BRD-A11706664,triciribine,5,-0.2669129,-0.266251368,-0.30994725,-0.22816283,5
BRD-A77299732,salubrinal,6,-0.26691036999999995,-0.2653756333333333,-0.305748,-0.22120588,6
BRD-K59197931,naproxen,5,-0.26681763,-0.295855084,-0.37315655,-0.25191924,5
BRD-A05680309,BRD-A05680309,5,-0.26670527,-0.272876494,-0.32895496,-0.24230883,5
BRD-A43849199,karakoline,5,-0.26669562,-0.283293682,-0.38370913,-0.20773679,5
BRD-K05181084,NGB-2904,3,-0.26658642,-0.23795951333333332,-0.26769662,-0.1795955,3
BRD-K65331431,retinyl-acetate,5,-0.26658428,-0.274353252,-0.38094908,-0.2158554,5
BRD-K69023402,thapsigargin,3,-0.26655537,-0.26636545,-0.28797582,-0.24456516,3
BRD-A52886023,antimycin-a,4,-0.26655443,-0.2702154025,-0.31192842,-0.23582433,4
BRD-K41713976,E-4031,11,-0.2665069,-0.26576021,-0.34557727,-0.20675191,11
BRD-K32645441,dipropyl-5ct,8,-0.26645574000000005,-0.2695505775,-0.3449879,-0.22015485,8
BRD-A42649439,triciribine,8,-0.26642655,-0.2534457,-0.32606888,-0.18953338,8
BRD-A22707317,SB-205384,4,-0.266419975,-0.273389145,-0.35078853,-0.2099281,4
BRD-K92870997,pterostilbene,1,-0.26641116,-0.26641116,-0.26641116,-0.26641116,1
BRD-A62071884,siguazodan,3,-0.26639926,-0.27800727000000003,-0.31749237,-0.25013018,3
BRD-K15891719,tenofovir,1,-0.2663552,-0.2663552,-0.2663552,-0.2663552,1
BRD-A76528577,vincristine,4,-0.26629567,-0.2614469,-0.27242383,-0.24077243,4
BRD-K68507560,dicycloverine,10,-0.26627692999999997,-0.27743345399999997,-0.35931134,-0.20969802,10
BRD-K95309561,dienestrol,39,-0.26627618,-0.2686268405128205,-0.41028148,-0.17909199,39
BRD-K53545112,CNQX,7,-0.2661984,-0.2586172357142857,-0.35513335,-0.16514155,7
BRD-K30064966,BRD-K30064966,5,-0.26618585,-0.279615006,-0.3684404,-0.23490876,5
BRD-K25836724,epitestosterone,3,-0.26617104,-0.26694748,-0.3309381,-0.2037333,3
BRD-A55815733,phylloquinone,6,-0.2661595,-0.27532343833333334,-0.34036162,-0.21221599,6
BRD-K51018020,VAMA-37,1,-0.2661494,-0.2661494,-0.2661494,-0.2661494,1
BRD-K28680267,BRD-K28680267,8,-0.26611999,-0.26628974875,-0.33327866,-0.19921905,8
BRD-K39823328,VU-0366037-2,5,-0.26608092,-0.26685038800000005,-0.28420413,-0.25529307,5
BRD-K21548250,moracizine,3,-0.26607612,-0.26007349333333335,-0.27079248,-0.24335188,3
BRD-A98283014,calmidazolium,3,-0.26606324,-0.29219010333333334,-0.37372816,-0.23677891,3
BRD-K69600043,thiethylperazine,5,-0.2660574,-0.261482734,-0.29567558,-0.22059071,5
BRD-K29582115,ziprasidone,4,-0.266051645,-0.2813097625,-0.35590538,-0.23723038,4
BRD-A69470004,BRD-A69470004,3,-0.2660321,-0.2611207566666667,-0.28160936,-0.23572081,3
BRD-A31521121,methocarbamol,6,-0.26603076000000003,-0.272279675,-0.3359089,-0.2353808,6
BRD-K53737926,amitriptyline,4,-0.26597691,-0.272911675,-0.33974034,-0.21995254,4
BRD-K18787491,U-0126,5,-0.2659096,-0.26947143,-0.31697923,-0.22872032,5
BRD-A94669766,naringenin,2,-0.265857815,-0.265857815,-0.29101062,-0.24070501,2
BRD-K23875128,RHO-kinase-inhibitor-III[rockout],10,-0.265857785,-0.275957478,-0.39069524,-0.19330654,10
BRD-K68332390,ponalrestat,6,-0.2658366,-0.2620633983333333,-0.30623442,-0.21963044,6
BRD-K40919711,BAPTA-AM,3,-0.2657404,-0.2587718,-0.3030414,-0.2075336,3
BRD-A36066264,estradiol-benzoate,7,-0.2657293,-0.27942220142857144,-0.43408477,-0.20647338,7
BRD-K76133116,benzydamine,2,-0.26569615,-0.26569615,-0.2741031,-0.2572892,2
BRD-A48631911,mibefradil,3,-0.26565236,-0.2610414366666667,-0.29724872,-0.22022323,3
BRD-A07440155,labetalol,13,-0.26563618,-0.28888732384615384,-0.36470845,-0.21710476,13
BRD-K33396764,alpha-linolenic-acid,6,-0.26562147,-0.2822785483333333,-0.3848735,-0.2322906,6
BRD-K37312348,kenpaullone,7,-0.26559222,-0.26987555,-0.35083959,-0.21303055,7
BRD-K51033547,tramadol,5,-0.2655812,-0.29600620600000005,-0.3495943,-0.25440484,5
BRD-K60274257,dephostatin,6,-0.265578925,-0.25252317333333335,-0.293284,-0.1685183,6
BRD-K40227168,vinburnine,8,-0.26554490500000005,-0.2672726025,-0.3306877,-0.20352812,8
BRD-A26095496,clobetasol,6,-0.26552908,-0.25911868,-0.299111,-0.19724315,6
BRD-K57011718,UK-356618,3,-0.2655142,-0.2673657466666666,-0.32194418,-0.21463886,3
BRD-A15297126,fluocinolone-acetonide,2,-0.26546785,-0.26546785,-0.2699473,-0.2609884,2
BRD-K35240538,methylprednisolone,4,-0.26543542,-0.2577113625,-0.2887277,-0.21124691,4
BRD-K00184207,GR-206,5,-0.26540494,-0.25775347000000004,-0.3450478,-0.16480501,5
BRD-A68631409,evodiamine,4,-0.26538071500000004,-0.2758669025,-0.32478756,-0.24791862,4
BRD-K46862739,metyrapone,11,-0.26537538,-0.27929041818181816,-0.37992257,-0.19697835,11
BRD-A15530910,SDZ-21009,2,-0.265360205,-0.265360205,-0.2906291,-0.24009131,2
BRD-A01593789,chlormadinone-acetate,5,-0.26530987,-0.242618882,-0.2780248,-0.14867988,5
BRD-K11696279,BU-239,5,-0.26530322,-0.278417322,-0.31179696,-0.2537148,5
BRD-K48195008,ethinylestradiol,3,-0.26530248,-0.2663242733333333,-0.27081624,-0.2628541,3
BRD-A14395271,mesoridazine,15,-0.26524943,-0.27195917333333336,-0.40939063,-0.19572906,15
BRD-A44448661,pentobarbital,4,-0.26521538,-0.2607430575,-0.30673015,-0.20581132,4
BRD-K20742498,RS-39604,1,-0.2651893,-0.2651893,-0.2651893,-0.2651893,1
BRD-K09132007,D-4476,3,-0.26515168,-0.23974203333333333,-0.26835382,-0.1857206,3
BRD-A54632525,BRD-A54632525,5,-0.26509205,-0.25850165999999997,-0.28896764,-0.21941271,5
BRD-A39390670,rabeprazole,2,-0.26504253499999997,-0.26504253499999997,-0.2716756,-0.25840947,2
BRD-K82941592,rosuvastatin,4,-0.26504035000000004,-0.264365915,-0.3244617,-0.20292126,4
BRD-K79425933,benperidol,6,-0.264975235,-0.25748258166666665,-0.32426533,-0.18016233,6
BRD-K13646352,midostaurin,2,-0.26495889,-0.26495889,-0.26632518,-0.2635926,2
BRD-K62012036,acitretin,4,-0.264949635,-0.274937535,-0.34792978,-0.22192109,4
BRD-K49810818,sorafenib,4,-0.26492781,-0.2717348875,-0.34805283,-0.2090311,4
BRD-K73290745,ICI-199441,7,-0.26492774,-0.27265959714285715,-0.3683203,-0.21974239,7
BRD-K77133231,PD-169316,6,-0.264861315,-0.26169917000000004,-0.3389552,-0.1624521,6
BRD-A31195449,TCB2,4,-0.264839185,-0.2767758875,-0.33720845,-0.24021673,4
BRD-K91315211,betahistine,9,-0.26483822,-0.2663691066666667,-0.34099072,-0.213782,9
BRD-K13032584,procarbazine,12,-0.26479731500000003,-0.26342564416666664,-0.349078,-0.19430646,12
BRD-K73982490,BI-78D3,3,-0.26475757,-0.28569759,-0.3673015,-0.2250337,3
BRD-A65597028,RX-821002,6,-0.26474561500000005,-0.26487771,-0.30916685,-0.22168615,6
BRD-K28296557,AKT-inhibitor-IV,18,-0.264733405,-0.27860011055555556,-0.36707705,-0.20861027,18
BRD-A77291778,cyclopentolate,6,-0.264717885,-0.2810017266666667,-0.3968066,-0.21245468,6
BRD-K31987754,oleylethanolamide,4,-0.264715805,-0.280829765,-0.37964928,-0.21423817,4
BRD-K63504947,semaxanib,5,-0.2647087,-0.3041737,-0.4742336,-0.24021338,5
BRD-K22503835,scriptaid,11,-0.26466832,-0.27333869454545456,-0.3573715,-0.20073166,11
BRD-K80334323,noretynodrel,3,-0.26460838,-0.2888250633333333,-0.36418754,-0.23767927,3
BRD-K32501161,vanoxerine,10,-0.26458274000000004,-0.28241794800000003,-0.43672323,-0.1690939,10
BRD-A46393198,tetramisole,5,-0.2645766,-0.27113467999999996,-0.3276266,-0.22041202,5
BRD-K00824317,fludroxycortide,8,-0.26454555999999996,-0.26832810125,-0.3531271,-0.19132538,8
BRD-K02123250,JNJ-38877605,3,-0.2644977,-0.2642273333333333,-0.3172595,-0.2109248,3
BRD-K81376179,TCS-359,3,-0.26446876,-0.27120025,-0.28496403,-0.26416796,3
BRD-K06895174,cisapride,14,-0.26446719,-0.25272354428571425,-0.3095612,-0.1720753,14
BRD-K06817181,"1,2,3,4,5,6-hexabromocyclohexane",3,-0.264457,-0.2573307266666667,-0.26684052,-0.24069466,3
BRD-K84085265,CG-930,6,-0.264368065,-0.27665553,-0.37188286,-0.2230068,6
BRD-K92723993,imatinib,5,-0.26422092,-0.254662488,-0.27993494,-0.22225913,5
BRD-K27141178,SB-203186,4,-0.264213785,-0.2791374,-0.33613193,-0.2519901,4
BRD-K13211965,L-741742,1,-0.26419738,-0.26419738,-0.26419738,-0.26419738,1
BRD-K10843433,phenylbutazone,8,-0.264186815,-0.26588616875,-0.35544032,-0.18534037,8
BRD-A41451487,PK-11195,11,-0.2641741,-0.27398142545454546,-0.39676344,-0.19465524,11
BRD-K80527266,triacsin-c,11,-0.26417002,-0.2823412145454545,-0.38153988,-0.22576123,11
BRD-A43974499,reboxetine,4,-0.264157235,-0.2580119375,-0.3119009,-0.19183238,4
BRD-K40624912,ZM-39923,6,-0.264103665,-0.26856784666666667,-0.32130992,-0.21740098,6
BRD-K59633790,VU-0420363-1,3,-0.2640488,-0.27062807,-0.28880608,-0.25902933,3
BRD-K31268420,NSC-693868,4,-0.26400180500000003,-0.2706765825,-0.3718859,-0.18281682,4
BRD-K27871032,lysergol,3,-0.26396656,-0.33484196000000005,-0.5028757,-0.23768362,3
BRD-K46317332,proadifen,8,-0.26392161999999997,-0.275815685,-0.347857,-0.22531454,8
BRD-A49148672,galantamine,7,-0.2639086,-0.28110841142857146,-0.3804533,-0.20130901,7
BRD-K06753942,nobiletin,8,-0.263907075,-0.2589494525,-0.29666734,-0.21884263,8
BRD-K67277431,picotamide,4,-0.26390181,-0.29367899750000004,-0.43773696,-0.20917541,4
BRD-K34581968,BMS-536924,13,-0.26389858,-0.2584768084615385,-0.33533412,-0.19309157,13
BRD-A70155556,lovastatin,1,-0.26389617,-0.26389617,-0.26389617,-0.26389617,1
BRD-A24817035,laudanosine,3,-0.26388726,-0.25925055999999996,-0.277022,-0.23684242,3
BRD-K37456065,VU-0365114-2,4,-0.26381199,-0.26753289999999996,-0.28644717,-0.25606045,4
BRD-K15522385,cinanserin,7,-0.2638082,-0.26998068285714283,-0.31318152,-0.22250342,7
BRD-A75402480,deoxycorticosterone-acetate,6,-0.263793605,-0.26608198666666666,-0.32512188,-0.2090152,6
BRD-A80641450,FR-139317,4,-0.263778775,-0.2867895275,-0.37284786,-0.2467527,4
BRD-K52397688,amperozide,2,-0.26377045499999996,-0.26377045499999996,-0.29692483,-0.23061608,2
BRD-K49685476,TTNPB,6,-0.26371992,-0.2784439183333333,-0.36091685,-0.20658746,6
BRD-K79254416,decitabine,2,-0.26366884,-0.26366884,-0.2734899,-0.25384778,2
BRD-K56800335,guanabenz,3,-0.26365992,-0.22954587,-0.26979038,-0.15518731,3
BRD-K00615600,AG-14361,26,-0.26364878,-0.26247153192307693,-0.34233347,-0.19128378,26
BRD-K70490179,rimcazole,1,-0.26361305,-0.26361305,-0.26361305,-0.26361305,1
BRD-K53220666,trimetozine,6,-0.26361166999999996,-0.2687725783333333,-0.320644,-0.21662919,6
BRD-K10860596,granisetron,2,-0.263584225,-0.263584225,-0.28460014,-0.24256831,2
BRD-K31627533,rimexolone,9,-0.26354164,-0.26807503555555556,-0.3440586,-0.19832255,9
BRD-K10207760,lasalocid,5,-0.26352927,-0.259422902,-0.2984137,-0.186274,5
BRD-K81272440,dantrolene,9,-0.26351172,-0.25965012111111113,-0.33152187,-0.19232982,9
BRD-K26801045,pipamperone,1,-0.26349193,-0.26349193,-0.26349193,-0.26349193,1
BRD-K95808480,taxifolin,3,-0.26348072,-0.25975568,-0.29361376,-0.22217256,3
BRD-K07859598,GW-5074,10,-0.26346193500000004,-0.266919189,-0.33410943,-0.19222455,10
BRD-A36707673,hydroxycholesterol,4,-0.26345858499999997,-0.259764155,-0.2903368,-0.22180265,4
BRD-K42693031,glimepiride,5,-0.2634003,-0.272030202,-0.31802586,-0.2337468,5
BRD-K24240364,GYKI-52466,6,-0.26332642500000003,-0.2685167016666667,-0.3127404,-0.24401751,6
BRD-K84987553,MDM2-inhibitor,6,-0.26330311500000003,-0.261801715,-0.29215342,-0.22161566,6
BRD-A90490067,fulvestrant,10,-0.26329990999999997,-0.278764067,-0.46315756,-0.21883944,10
BRD-K31484631,rifabutin,1,-0.2632576,-0.2632576,-0.2632576,-0.2632576,1
BRD-K11911061,GR-127935,1,-0.26325667,-0.26325667,-0.26325667,-0.26325667,1
BRD-K87158025,benzamil,6,-0.263239725,-0.26981300999999996,-0.36209893,-0.18826112,6
BRD-A20589515,dihydroxyphenylglycine,4,-0.263195435,-0.255513005,-0.28536195,-0.2102992,4
BRD-K79511609,BRD-K79511609,9,-0.26314813,-0.2696150577777778,-0.37488255,-0.2031725,9
BRD-A09472452,flecainide,16,-0.26310335,-0.282870946875,-0.46284658,-0.20616537,16
BRD-K92413528,thiazolidinecarboxylic-acid,2,-0.26308549999999997,-0.26308549999999997,-0.29874638,-0.22742462,2
BRD-K18757346,U-46619,6,-0.26307445,-0.26520437,-0.3113527,-0.21814522,6
BRD-K02590140,O-2050,3,-0.26306468,-0.26155643666666667,-0.29598343,-0.2256212,3
BRD-U44618005,WH-4023,3,-0.2630602,-0.30516693666666667,-0.40116245,-0.25127816,3
BRD-K81209512,AG-494,5,-0.26302582,-0.26999656,-0.32302958,-0.24040538,5
BRD-K73285375,BRD-K73285375,9,-0.2630045,-0.26893870111111107,-0.39772928,-0.20307824,9
BRD-K62965247,tipifarnib-P2,3,-0.26299375,-0.286783,-0.37528265,-0.2220726,3
BRD-K37618799,MRS-1220,8,-0.26298283,-0.27387271625,-0.32535428,-0.24591653,8
BRD-K12184470,flunarizine,4,-0.262916515,-0.2617842925,-0.2889886,-0.23231554,4
BRD-K76274772,MAPP-D-erythro,4,-0.26290937000000003,-0.2562997925,-0.2955087,-0.20387173,4
BRD-K00312224,PPT,4,-0.26289396,-0.26158967,-0.3259037,-0.19466706,4
BRD-A31312900,montelukast,1,-0.2628705,-0.2628705,-0.2628705,-0.2628705,1
BRD-A52650764,ingenol,6,-0.26286369499999995,-0.2633695366666667,-0.3327114,-0.20182723,6
BRD-K25504083,cytochalasin-d,7,-0.26286167,-0.2531811257142857,-0.30071193,-0.20723933,7
BRD-K07303502,arachidonyl-trifluoro-methane,10,-0.26279099,-0.278081092,-0.3948689,-0.22084627,10
