rank,pert_id,pert_iname,n_signatures,median_connectivity,mean_connectivity,best_connectivity,weakest_connectivity,sd_connectivity,n_cells,cell_lines,doses,times,n_negative_signatures
1751,BRD-A68631409,evodiamine,4,-0.26538071500000004,-0.2758669025,-0.32478756,-0.24791862,0.034815778258364766,4,A549;HT29;MCF7;VCAP,10 �M,24 h;6 h,4
1752,BRD-K46862739,metyrapone,11,-0.26537538,-0.27929041818181816,-0.37992257,-0.19697835,0.0627677596813375,7,A375;A549;HA1E;HT29;MCF7;PC3;VCAP,10 �M,24 h;6 h,11
1753,BRD-A15530910,SDZ-21009,2,-0.265360205,-0.265360205,-0.2906291,-0.24009131,0.03573561401518169,2,HA1E;VCAP,10 �M,24 h;6 h,2
1754,BRD-A01593789,chlormadinone-acetate,5,-0.26530987,-0.242618882,-0.2780248,-0.14867988,0.05323588147705569,4,A375;HEPG2;HT29;MCF7,10 �M,6 h,5
1755,BRD-K11696279,BU-239,5,-0.26530322,-0.278417322,-0.31179696,-0.2537148,0.0244490516568664,4,A375;HA1E;HCC515;PC3,10 �M,24 h;6 h,5
1756,BRD-K48195008,ethinylestradiol,3,-0.26530248,-0.2663242733333333,-0.27081624,-0.2628541,0.004078230566916633,3,A549;HA1E;PC3,10 �M,24 h;6 h,3
1757,BRD-A14395271,mesoridazine,15,-0.26524943,-0.27195917333333336,-0.40939063,-0.19572906,0.061891891796561266,8,A375;A549;HA1E;HCC515;HT29;MCF7;PC3;VCAP,10 �M,24 h;6 h,15
1758,BRD-A44448661,pentobarbital,4,-0.26521538,-0.2607430575,-0.30673015,-0.20581132,0.04175415063733454,3,HA1E;HT29;MCF7,10 �M,24 h;6 h,4
1759,BRD-K20742498,RS-39604,1,-0.2651893,-0.2651893,-0.2651893,-0.2651893,0.0,1,VCAP,10 �M,24 h,1
1760,BRD-K09132007,D-4476,3,-0.26515168,-0.23974203333333333,-0.26835382,-0.1857206,0.046811322024545854,3,A549;HEPG2;VCAP,10 �M,24 h;6 h,3
1761,BRD-A54632525,BRD-A54632525,5,-0.26509205,-0.25850165999999997,-0.28896764,-0.21941271,0.030524062614073033,5,A375;HEPG2;HT29;MCF7;VCAP,10 �M,24 h;6 h,5
1762,BRD-A39390670,rabeprazole,2,-0.26504253499999997,-0.26504253499999997,-0.2716756,-0.25840947,0.009380570483102304,2,A549;HA1E,10 �M,24 h;6 h,2
1763,BRD-K82941592,rosuvastatin,4,-0.26504035000000004,-0.264365915,-0.3244617,-0.20292126,0.04972245872170078,4,HA1E;HT29;MCF7;VCAP,10 �M,24 h;6 h,4
1764,BRD-K79425933,benperidol,6,-0.264975235,-0.25748258166666665,-0.32426533,-0.18016233,0.04901012198830419,6,A549;HA1E;HEPG2;HT29;MCF7;PC3,10 �M,24 h;6 h,6
1765,BRD-K13646352,midostaurin,2,-0.26495889,-0.26495889,-0.26632518,-0.2635926,0.001932225848134725,2,A375;VCAP,10 �M,6 h,2
1766,BRD-K62012036,acitretin,4,-0.264949635,-0.274937535,-0.34792978,-0.22192109,0.05388087185876668,3,A375;A549;VCAP,10 �M,24 h;6 h,4
1767,BRD-K49810818,sorafenib,4,-0.26492781,-0.2717348875,-0.34805283,-0.2090311,0.07136618972033668,4,A375;HT29;PC3;VCAP,10 �M,24 h;6 h,4
1768,BRD-K73290745,ICI-199441,7,-0.26492774,-0.27265959714285715,-0.3683203,-0.21974239,0.047549151158052104,6,HA1E;HCC515;HEPG2;MCF7;PC3;VCAP,10 �M,24 h;6 h,7
1769,BRD-K77133231,PD-169316,6,-0.264861315,-0.26169917000000004,-0.3389552,-0.1624521,0.07014574375250321,4,HA1E;HCC515;PC3;VCAP,10 �M,24 h;6 h,6
1770,BRD-A31195449,TCB2,4,-0.264839185,-0.2767758875,-0.33720845,-0.24021673,0.04199833870769046,3,A549;HT29;VCAP,10 �M,24 h;6 h,4
1771,BRD-K91315211,betahistine,9,-0.26483822,-0.2663691066666667,-0.34099072,-0.213782,0.034101256546809615,8,A375;A549;HA1E;HEPG2;HT29;MCF7;PC3;VCAP,10 �M,24 h;6 h,9
1772,BRD-K13032584,procarbazine,12,-0.26479731500000003,-0.26342564416666664,-0.349078,-0.19430646,0.052838774922193174,9,A375;A549;HA1E;HCC515;HEPG2;HT29;MCF7;PC3;VCAP,10 �M,24 h;6 h,12
1773,BRD-K73982490,BI-78D3,3,-0.26475757,-0.28569759,-0.3673015,-0.2250337,0.07340909383319139,3,MCF7;PC3;VCAP,10 �M,24 h;6 h,3
1774,BRD-A65597028,RX-821002,6,-0.26474561500000005,-0.26487771,-0.30916685,-0.22168615,0.029885019529028927,4,A549;HA1E;HCC515;VCAP,10 �M,24 h;6 h,6
1775,BRD-K28296557,AKT-inhibitor-IV,18,-0.264733405,-0.27860011055555556,-0.36707705,-0.20861027,0.055567930907405416,3,A549;HCC515;MCF7,1 nM;1 �M;10 nM;10 �M;100 nM;3 �M;500 nM,24 h;6 h,18
1776,BRD-A77291778,cyclopentolate,6,-0.264717885,-0.2810017266666667,-0.3968066,-0.21245468,0.06430392557031511,4,A549;HT29;MCF7;PC3,10 �M,24 h;6 h,6
1777,BRD-K31987754,oleylethanolamide,4,-0.264715805,-0.280829765,-0.37964928,-0.21423817,0.07687702429730332,3,A549;MCF7;VCAP,10 �M,24 h;6 h,4
1778,BRD-K63504947,semaxanib,5,-0.2647087,-0.3041737,-0.4742336,-0.24021338,0.096139554679082,3,A549;HT29;VCAP,10 �M,24 h;6 h,5
1779,BRD-K22503835,scriptaid,11,-0.26466832,-0.27333869454545456,-0.3573715,-0.20073166,0.04899135676114722,2,A549;MCF7,1 nM;1 �M;10 nM;10 �M;100 nM;500 nM,24 h;6 h,11
1780,BRD-K80334323,noretynodrel,3,-0.26460838,-0.2888250633333333,-0.36418754,-0.23767927,0.06664023865764912,3,A375;A549;MCF7,10 �M,24 h;6 h,3
1781,BRD-K32501161,vanoxerine,10,-0.26458274000000004,-0.28241794800000003,-0.43672323,-0.1690939,0.08168593990190397,6,A375;HA1E;HCC515;MCF7;PC3;VCAP,10 �M,24 h;6 h,10
1782,BRD-A46393198,tetramisole,5,-0.2645766,-0.27113467999999996,-0.3276266,-0.22041202,0.04220668115801041,4,A375;A549;MCF7;PC3,10 �M,24 h;6 h,5
1783,BRD-K00824317,fludroxycortide,8,-0.26454555999999996,-0.26832810125,-0.3531271,-0.19132538,0.05181901732916359,8,A375;A549;HA1E;HCC515;HEPG2;HT29;MCF7;VCAP,10 �M,24 h;6 h,8
1784,BRD-K02123250,JNJ-38877605,3,-0.2644977,-0.2642273333333333,-0.3172595,-0.2109248,0.053167865573326645,1,MCF7,10 �M;500 nM,24 h;6 h,3
1785,BRD-K81376179,TCS-359,3,-0.26446876,-0.27120025,-0.28496403,-0.26416796,0.011920731943815346,3,A549;HCC515;HT29,10 �M,24 h;6 h,3
1786,BRD-K06895174,cisapride,14,-0.26446719,-0.25272354428571425,-0.3095612,-0.1720753,0.04116638757750674,8,A375;A549;HA1E;HCC515;HT29;MCF7;PC3;VCAP,10 �M,24 h;6 h,14
1787,BRD-K06817181,"1,2,3,4,5,6-hexabromocyclohexane",3,-0.264457,-0.2573307266666667,-0.26684052,-0.24069466,0.014456463173990164,2,A549;HEPG2,10 �M,24 h;6 h,3
1788,BRD-K84085265,CG-930,6,-0.264368065,-0.27665553,-0.37188286,-0.2230068,0.053660340029806755,5,A375;HA1E;MCF7;PC3;VCAP,10 �M,24 h;6 h,6
1789,BRD-K92723993,imatinib,5,-0.26422092,-0.254662488,-0.27993494,-0.22225913,0.023810478377743083,3,MCF7;PC3;VCAP,10 �M,24 h;6 h,5
1790,BRD-K27141178,SB-203186,4,-0.264213785,-0.2791374,-0.33613193,-0.2519901,0.038633410319678,4,A375;A549;HT29;MCF7,10 �M,24 h;6 h,4
1791,BRD-K13211965,L-741742,1,-0.26419738,-0.26419738,-0.26419738,-0.26419738,0.0,1,VCAP,10 �M,6 h,1
1792,BRD-K10843433,phenylbutazone,8,-0.264186815,-0.26588616875,-0.35544032,-0.18534037,0.057043427584532826,7,A375;A549;HCC515;HEPG2;MCF7;PC3;VCAP,10 �M,24 h;6 h,8
1793,BRD-A41451487,PK-11195,11,-0.2641741,-0.27398142545454546,-0.39676344,-0.19465524,0.06408655461570911,9,A375;A549;HA1E;HCC515;HEPG2;HT29;MCF7;PC3;VCAP,10 �M;100 �M,24 h;6 h,11
1794,BRD-K80527266,triacsin-c,11,-0.26417002,-0.2823412145454545,-0.38153988,-0.22576123,0.0575319835864783,8,A375;A549;HA1E;HCC515;HEPG2;HT29;MCF7;VCAP,10 �M,24 h;6 h,11
1795,BRD-A43974499,reboxetine,4,-0.264157235,-0.2580119375,-0.3119009,-0.19183238,0.054902663216123596,4,HT29;MCF7;PC3;VCAP,10 �M,24 h;6 h,4
1796,BRD-K40624912,ZM-39923,6,-0.264103665,-0.26856784666666667,-0.32130992,-0.21740098,0.03948623046170183,4,A549;HT29;MCF7;PC3,10 �M,24 h;6 h,6
1797,BRD-K59633790,VU-0420363-1,3,-0.2640488,-0.27062807,-0.28880608,-0.25902933,0.01594141792439744,3,HT29;PC3;VCAP,10 �M,24 h;6 h,3
1798,BRD-K31268420,NSC-693868,4,-0.26400180500000003,-0.2706765825,-0.3718859,-0.18281682,0.07760054699483175,4,A375;A549;HEPG2;HT29,10 �M,6 h,4
1799,BRD-K27871032,lysergol,3,-0.26396656,-0.33484196000000005,-0.5028757,-0.23768362,0.1461136597568879,3,A549;MCF7;VCAP,10 �M,24 h;6 h,3
1800,BRD-K46317332,proadifen,8,-0.26392161999999997,-0.275815685,-0.347857,-0.22531454,0.038648891998096326,6,A549;HA1E;HEPG2;HT29;PC3;VCAP,10 �M,24 h;6 h,8
1801,BRD-A49148672,galantamine,7,-0.2639086,-0.28110841142857146,-0.3804533,-0.20130901,0.06896082238155186,6,A375;A549;HA1E;HT29;MCF7;VCAP,10 �M,24 h;6 h,7
1802,BRD-K06753942,nobiletin,8,-0.263907075,-0.2589494525,-0.29666734,-0.21884263,0.025958416877351995,6,A375;A549;HA1E;HCC515;MCF7;VCAP,10 �M,24 h;6 h,8
1803,BRD-K67277431,picotamide,4,-0.26390181,-0.29367899750000004,-0.43773696,-0.20917541,0.10153496331138302,4,HA1E;HCC515;MCF7;PC3,10 �M,24 h;6 h,4
1804,BRD-K34581968,BMS-536924,13,-0.26389858,-0.2584768084615385,-0.33533412,-0.19309157,0.048303011467653846,5,A375;A549;HA1E;HCC515;MCF7,1 nM;1 �M;10 nM;10 �M;100 nM;3 �M,24 h;6 h,13
1805,BRD-A70155556,lovastatin,1,-0.26389617,-0.26389617,-0.26389617,-0.26389617,0.0,1,HCC515,40 �M,6 h,1
1806,BRD-A24817035,laudanosine,3,-0.26388726,-0.25925055999999996,-0.277022,-0.23684242,0.020487164333103807,3,A549;HA1E;VCAP,10 �M,24 h;6 h,3
1807,BRD-K37456065,VU-0365114-2,4,-0.26381199,-0.26753289999999996,-0.28644717,-0.25606045,0.013585865850171864,3,HEPG2;PC3;VCAP,10 �M,24 h;6 h,4
1808,BRD-K15522385,cinanserin,7,-0.2638082,-0.26998068285714283,-0.31318152,-0.22250342,0.029663800432960196,7,A375;A549;HA1E;HCC515;HEPG2;PC3;VCAP,10 �M,24 h;6 h,7
1809,BRD-A75402480,deoxycorticosterone-acetate,6,-0.263793605,-0.26608198666666666,-0.32512188,-0.2090152,0.060229365702577864,5,A375;A549;HCC515;HEPG2;MCF7,10 �M,24 h;6 h,6
1810,BRD-A80641450,FR-139317,4,-0.263778775,-0.2867895275,-0.37284786,-0.2467527,0.05800306452868351,4,A375;A549;HEPG2;VCAP,10 �M,6 h,4
1811,BRD-K52397688,amperozide,2,-0.26377045499999996,-0.26377045499999996,-0.29692483,-0.23061608,0.04688736677700344,2,HA1E;HEPG2,10 �M,6 h,2
1812,BRD-K49685476,TTNPB,6,-0.26371992,-0.2784439183333333,-0.36091685,-0.20658746,0.07153477777131552,5,A549;HCC515;MCF7;PC3;VCAP,10 �M,24 h;6 h,6
1813,BRD-K79254416,decitabine,2,-0.26366884,-0.26366884,-0.2734899,-0.25384778,0.013889076248879898,2,PC3;VCAP,10 �M,24 h;6 h,2
1814,BRD-K56800335,guanabenz,3,-0.26365992,-0.22954587,-0.26979038,-0.15518731,0.06446931222611342,2,A375;VCAP,10 �M,24 h;6 h,3
1815,BRD-K00615600,AG-14361,26,-0.26364878,-0.26247153192307693,-0.34233347,-0.19128378,0.04126284042514674,7,A375;A549;HA1E;HT29;MCF7;PC3;VCAP,1 nM;1 �M;10 nM;10 �M;100 nM;20 �M;3 �M;500 nM,24 h;6 h,26
1816,BRD-K70490179,rimcazole,1,-0.26361305,-0.26361305,-0.26361305,-0.26361305,0.0,1,VCAP,10 �M,6 h,1
1817,BRD-K53220666,trimetozine,6,-0.26361166999999996,-0.2687725783333333,-0.320644,-0.21662919,0.0389543303876575,5,A375;HEPG2;HT29;MCF7;VCAP,10 �M,24 h;6 h,6
1818,BRD-K10860596,granisetron,2,-0.263584225,-0.263584225,-0.28460014,-0.24256831,0.02972099201868016,2,A549;PC3,10 �M,24 h;6 h,2
1819,BRD-K31627533,rimexolone,9,-0.26354164,-0.26807503555555556,-0.3440586,-0.19832255,0.04435212608287939,8,A375;A549;HA1E;HCC515;HEPG2;MCF7;PC3;VCAP,10 �M,24 h;6 h,9
1820,BRD-K10207760,lasalocid,5,-0.26352927,-0.259422902,-0.2984137,-0.186274,0.044131776018166556,4,A549;HEPG2;PC3;VCAP,10 �M,24 h;6 h,5
1821,BRD-K81272440,dantrolene,9,-0.26351172,-0.25965012111111113,-0.33152187,-0.19232982,0.0455937236898102,7,HA1E;HCC515;HEPG2;HT29;MCF7;PC3;VCAP,10 �M,24 h;6 h,9
1822,BRD-K26801045,pipamperone,1,-0.26349193,-0.26349193,-0.26349193,-0.26349193,0.0,1,VCAP,10 �M,24 h,1
1823,BRD-K95808480,taxifolin,3,-0.26348072,-0.25975568,-0.29361376,-0.22217256,0.035865975612148056,3,A549;PC3;VCAP,10 �M,24 h;6 h,3
1824,BRD-K07859598,GW-5074,10,-0.26346193500000004,-0.266919189,-0.33410943,-0.19222455,0.048122157541952294,5,A375;A549;HA1E;MCF7;PC3,1 �M;10 �M;100 nM;500 nM,24 h;6 h,10
1825,BRD-A36707673,hydroxycholesterol,4,-0.26345858499999997,-0.259764155,-0.2903368,-0.22180265,0.028315813260716482,3,A549;HT29;PC3,10 �M,24 h;6 h,4
1826,BRD-K42693031,glimepiride,5,-0.2634003,-0.272030202,-0.31802586,-0.2337468,0.03674373580352871,4,A549;HT29;MCF7;VCAP,10 �M,24 h;6 h,5
1827,BRD-K24240364,GYKI-52466,6,-0.26332642500000003,-0.2685167016666667,-0.3127404,-0.24401751,0.024796665076795624,5,A375;HA1E;HCC515;PC3;VCAP,10 �M,24 h;6 h,6
1828,BRD-K84987553,MDM2-inhibitor,6,-0.26330311500000003,-0.261801715,-0.29215342,-0.22161566,0.02879538364172267,6,HA1E;HCC515;HEPG2;HT29;MCF7;VCAP,10 �M,24 h;6 h,6
1829,BRD-A90490067,fulvestrant,10,-0.26329990999999997,-0.278764067,-0.46315756,-0.21883944,0.07119249002936351,5,A375;A549;HEPG2;MCF7;PC3,10 �M;100 nM;500 nM,24 h;6 h,10
1830,BRD-K31484631,rifabutin,1,-0.2632576,-0.2632576,-0.2632576,-0.2632576,0.0,1,A375,10 �M,6 h,1
1831,BRD-K11911061,GR-127935,1,-0.26325667,-0.26325667,-0.26325667,-0.26325667,0.0,1,VCAP,10 �M,6 h,1
1832,BRD-K87158025,benzamil,6,-0.263239725,-0.26981300999999996,-0.36209893,-0.18826112,0.06277414696554497,4,A549;HCC515;PC3;VCAP,10 �M,24 h;6 h,6
1833,BRD-A20589515,dihydroxyphenylglycine,4,-0.263195435,-0.255513005,-0.28536195,-0.2102992,0.03509902270359914,4,A375;HEPG2;HT29;MCF7,10 �M,6 h,4
1834,BRD-K79511609,BRD-K79511609,9,-0.26314813,-0.2696150577777778,-0.37488255,-0.2031725,0.05124981576561001,7,A375;A549;HA1E;HT29;MCF7;PC3;VCAP,10 �M,24 h;6 h,9
1835,BRD-A09472452,flecainide,16,-0.26310335,-0.282870946875,-0.46284658,-0.20616537,0.06907860698912777,8,A375;A549;HA1E;HEPG2;HT29;MCF7;PC3;VCAP,10 �M,24 h;6 h,16
1836,BRD-K92413528,thiazolidinecarboxylic-acid,2,-0.26308549999999997,-0.26308549999999997,-0.29874638,-0.22742462,0.05043210014215944,2,MCF7;PC3,10 �M,24 h,2
1837,BRD-K18757346,U-46619,6,-0.26307445,-0.26520437,-0.3113527,-0.21814522,0.04086622182671649,5,A375;A549;MCF7;PC3;VCAP,10 �M,24 h;6 h,6
1838,BRD-K02590140,O-2050,3,-0.26306468,-0.26155643666666667,-0.29598343,-0.2256212,0.03520535401196292,3,HEPG2;MCF7;VCAP,10 �M,24 h;6 h,3
1839,BRD-U44618005,WH-4023,3,-0.2630602,-0.30516693666666667,-0.40116245,-0.25127816,0.08334301441475485,3,A549;HEPG2;HT29,10 �M,6 h,3
1840,BRD-K81209512,AG-494,5,-0.26302582,-0.26999656,-0.32302958,-0.24040538,0.032790014140289696,4,A549;HA1E;HT29;MCF7,10 �M,24 h;6 h,5
1841,BRD-K73285375,BRD-K73285375,9,-0.2630045,-0.26893870111111107,-0.39772928,-0.20307824,0.06316339101277406,7,A549;HA1E;HCC515;HEPG2;HT29;MCF7;VCAP,10 �M,24 h;6 h,9
1842,BRD-K62965247,tipifarnib-P2,3,-0.26299375,-0.286783,-0.37528265,-0.2220726,0.07932702040870122,2,MCF7;PC3,10 �M,24 h;6 h,3
1843,BRD-K37618799,MRS-1220,8,-0.26298283,-0.27387271625,-0.32535428,-0.24591653,0.02588514078338271,5,A549;HA1E;HCC515;PC3;VCAP,10 �M,24 h;6 h,8
1844,BRD-K12184470,flunarizine,4,-0.262916515,-0.2617842925,-0.2889886,-0.23231554,0.025590440990600864,4,A549;HA1E;PC3;VCAP,10 �M,24 h;6 h,4
1845,BRD-K76274772,MAPP-D-erythro,4,-0.26290937000000003,-0.2562997925,-0.2955087,-0.20387173,0.03974458048842332,3,A375;HA1E;MCF7,10 �M,24 h;6 h,4
1846,BRD-K00312224,PPT,4,-0.26289396,-0.26158967,-0.3259037,-0.19466706,0.054239026725794635,4,A375;HCC515;HEPG2;MCF7,10 �M,24 h;6 h,4
1847,BRD-A31312900,montelukast,1,-0.2628705,-0.2628705,-0.2628705,-0.2628705,0.0,1,VCAP,10 �M,6 h,1
1848,BRD-A52650764,ingenol,6,-0.26286369499999995,-0.2633695366666667,-0.3327114,-0.20182723,0.04743996761562749,3,A549;HA1E;MCF7,1 nM;10 nM;10 �M,24 h;6 h,6
1849,BRD-K25504083,cytochalasin-d,7,-0.26286167,-0.2531811257142857,-0.30071193,-0.20723933,0.037608883405279306,5,A549;HCC515;HT29;MCF7;VCAP,10 �M,24 h;6 h,7
1850,BRD-K07303502,arachidonyl-trifluoro-methane,10,-0.26279099,-0.278081092,-0.3948689,-0.22084627,0.051285837568882914,4,A549;HT29;MCF7;VCAP,1 nM;1 �M;10 nM;10 �M;100 nM;80 �M,24 h;6 h,10
1851,BRD-K09537769,NU-7026,2,-0.26276275000000004,-0.26276275000000004,-0.2725982,-0.2529273,0.013909426782042471,2,HCC515;HEPG2,10 �M,6 h,2
1852,BRD-K63828191,raloxifene,71,-0.26269367,-0.26874570563380284,-0.39695096,-0.18450117,0.05067558307590101,9,A375;A549;HA1E;HCC515;HEPG2;HT29;MCF7;PC3;VCAP,0.04 �M;0.12 �M;0.37 �M;1.11 �M;10 �M;3.33 �M,24 h;6 h,71
1853,BRD-A68929948,DAPT-GSI-IX,5,-0.26269126,-0.257810358,-0.29194045,-0.18975708,0.041774538325084085,3,HA1E;HEPG2;MCF7,10 �M,24 h;6 h,5
1854,BRD-K67977190,eprosartan,2,-0.262630955,-0.262630955,-0.31701577,-0.20824614,0.07691174296015173,2,A549;VCAP,10 �M,6 h,2
1855,BRD-K91509126,piceatannol,3,-0.26262736,-0.2599626,-0.27324045,-0.24401999,0.014791366740301631,3,HT29;PC3;VCAP,10 �M,6 h,3
1856,BRD-K34170797,fexaramine,5,-0.26261535,-0.25247535600000004,-0.2864604,-0.21170405,0.030903236443323052,5,A375;A549;HA1E;MCF7;VCAP,10 �M,24 h;6 h,5
1857,BRD-K90382497,GW-843682X,13,-0.26261473,-0.25419453000000003,-0.30134386,-0.19411242,0.034543655840963985,6,HA1E;HCC515;HT29;MCF7;PC3;VCAP,10 �M;500 nM,24 h;6 h,13
1858,BRD-K50324045,avrainvillamide-analog-6,6,-0.262595395,-0.26266041333333334,-0.3272079,-0.21171433,0.048338613647560764,5,A375;A549;HA1E;HCC515;PC3,0.04 �M;0.12 �M;0.37 �M;1.11 �M,24 h,6
1859,BRD-K60487568,SU-4312,6,-0.26258362,-0.28335872333333334,-0.37033814,-0.2182132,0.06796231200897,5,A375;A549;MCF7;PC3;VCAP,10 �M,24 h;6 h,6
1860,BRD-K16478699,PLX-4720,17,-0.26258278,-0.2867974041176471,-0.39958748,-0.21149902,0.061237246004524765,7,A375;A549;HA1E;HEPG2;HT29;MCF7;VCAP,1 �M;10 �M;100 nM;3 �M;500 nM,24 h;6 h,17
1861,BRD-K78692225,leflunomide,2,-0.26254277000000004,-0.26254277000000004,-0.26544592,-0.25963962,0.004105674103603461,2,A549;HT29,10 �M,6 h,2
1862,BRD-K13810148,givinostat,1,-0.2625202,-0.2625202,-0.2625202,-0.2625202,0.0,1,HT29,10 �M,6 h,1
1863,BRD-A45889380,mepacrine,18,-0.262473925,-0.2891899361111111,-0.39763504,-0.2096801,0.059499597256691905,2,A549;MCF7,1 nM;1 �M;10 nM;100 nM;3 �M,24 h;6 h,18
1864,BRD-K78280988,anandamide,8,-0.26243828,-0.28051453375,-0.3990866,-0.21941023,0.06109958003860909,6,A375;A549;HA1E;MCF7;PC3;VCAP,10 �M,24 h;6 h,8
1865,BRD-K67511046,naloxone,13,-0.26238918,-0.2814140330769231,-0.46851033,-0.18362153,0.07217735526829326,6,A375;A549;HT29;MCF7;PC3;VCAP,10 �M,24 h;6 h,13
1866,BRD-K93754473,tamoxifen,46,-0.262344245,-0.275969095,-0.40758145,-0.16779235,0.05689802340725874,9,A375;A549;HA1E;HCC515;HEPG2;HT29;MCF7;PC3;VCAP,0.04 �M;0.12 �M;0.37 �M;1.11 �M;10 �M;3.33 �M;30 �M,24 h;6 h,46
1867,BRD-K18194590,mephentermine,4,-0.26233697500000003,-0.2623472075,-0.33741242,-0.18730246,0.07692299502780485,3,HEPG2;MCF7;VCAP,10 �M,24 h;6 h,4
1868,BRD-K53792571,inhibitor-BEC,3,-0.2623305,-0.26684415333333333,-0.34686518,-0.19133678,0.07786238245423865,3,A375;HA1E;HT29,80 �M,24 h;6 h,3
1869,BRD-K77908580,entinostat,10,-0.262293485,-0.273543255,-0.35270447,-0.1987797,0.04710338257896424,3,HA1E;MCF7;PC3,1 �M;100 nM;5 �M;500 nM,24 h;6 h,10
1870,BRD-A52660433,tetrindole,1,-0.2622721,-0.2622721,-0.2622721,-0.2622721,0.0,1,VCAP,10 �M,6 h,1
1871,BRD-K08890269,CO-102862,5,-0.26227188,-0.258592256,-0.30634487,-0.19532767,0.045026556370069304,3,HA1E;PC3;VCAP,10 �M,24 h;6 h,5
1872,BRD-A64092382,mexiletine,17,-0.26220417,-0.25945768,-0.33895886,-0.17362055,0.042347549246312066,9,A375;A549;HA1E;HCC515;HEPG2;HT29;MCF7;PC3;VCAP,10 �M,24 h;6 h,17
1873,BRD-A04706586,bucladesine,7,-0.26219824,-0.28021522,-0.37419707,-0.1974447,0.06021841622958684,5,A375;A549;HA1E;HCC515;VCAP,10 �M,24 h;6 h,7
1874,BRD-K54708045,nTZDpa,4,-0.26219399,-0.26538559,-0.31188625,-0.22526813,0.03933292667745008,4,A549;HT29;MCF7;PC3,10 �M,24 h;6 h,4
1875,BRD-K02265150,amoxapine,15,-0.26215088,-0.26748780133333333,-0.36330307,-0.16275303,0.05620527779065222,9,A375;A549;HA1E;HCC515;HEPG2;HT29;MCF7;PC3;VCAP,10 �M,24 h;6 h,15
1876,BRD-K26015241,ODQ,6,-0.26214655,-0.27689421166666667,-0.40542042,-0.20792246,0.07064460837538712,4,HA1E;HCC515;PC3;VCAP,10 �M,24 h;6 h,6
1877,BRD-K63343048,orlistat,3,-0.26213104,-0.26966230333333335,-0.2933507,-0.25350517,0.02096321804476199,3,A375;HA1E;MCF7,10 �M,6 h,3
1878,BRD-K78599730,manumycin-a,4,-0.26206152,-0.27116898500000003,-0.32966483,-0.23088807,0.044597413741002574,3,A549;HEPG2;HT29,10 �M,24 h;6 h,4
1879,BRD-K30707190,PNU-74654,2,-0.26204377,-0.26204377,-0.30358714,-0.2205004,0.05875119728068355,2,HA1E;HT29,80 �M,6 h,2
1880,BRD-K09635314,m-3M3FBS,10,-0.26199989,-0.27030076599999997,-0.37341917,-0.1894683,0.052465490471911826,5,A375;A549;HA1E;PC3;VCAP,10 �M;80 �M,24 h;6 h,10
1881,BRD-K55703048,latrepirdine,8,-0.261958165,-0.27474964875,-0.35472482,-0.23639852,0.03885164625847715,7,A375;A549;HCC515;HT29;MCF7;PC3;VCAP,10 �M,24 h;6 h,8
1882,BRD-K46766488,S-14506,6,-0.26195045,-0.26897433,-0.3217892,-0.22749583,0.03886062449945449,4,A549;HCC515;MCF7;VCAP,10 �M,24 h;6 h,6
1883,BRD-K28075147,biochanin-a,3,-0.26193702,-0.30296137,-0.39393932,-0.25300777,0.07891560945746094,3,A375;HA1E;VCAP,10 �M,24 h;6 h,3
1884,BRD-K28137194,loreclezole,9,-0.26191723,-0.2591023488888889,-0.33064806,-0.19624928,0.04043361742452976,7,A375;HA1E;HCC515;HEPG2;HT29;PC3;VCAP,10 �M,24 h;6 h,9
1885,BRD-K50311478,tosyl-phenylalanyl-chloromethyl-ketone,5,-0.26189977,-0.27168697,-0.32632706,-0.22872266,0.036415791094624055,4,A549;HCC515;PC3;VCAP,10 �M,24 h;6 h,5
1886,BRD-K18059238,gamma-linolenic-acid,3,-0.26188648,-0.2838763066666667,-0.3490495,-0.24069294,0.057427784054244486,3,HCC515;HEPG2;VCAP,10 �M,6 h,3
1887,BRD-K09635134,L-erythro-MAPP,5,-0.2618535,-0.29288696999999997,-0.35291415,-0.25635964,0.04702769244123931,5,A549;HA1E;HCC515;PC3;VCAP,10 �M,24 h;6 h,5
1888,BRD-K15025317,BAY-11-7082,7,-0.26185346,-0.25385432142857145,-0.29661423,-0.19189449,0.037531951967969664,6,A549;HCC515;HEPG2;MCF7;PC3;VCAP,10 �M,24 h;6 h,7
1889,BRD-K31283835,tofacitinib,4,-0.261837335,-0.25325851,-0.30616668,-0.18319269,0.06017158773099645,4,A549;HCC515;MCF7;PC3,10 �M,24 h;6 h,4
1890,BRD-K42573370,avrainvillamide-analog-2,14,-0.261790935,-0.28013468214285714,-0.35896933,-0.20268121,0.04780433858202771,7,A375;A549;HCC515;HEPG2;HT29;MCF7;PC3,0.04 �M;0.12 �M;0.37 �M;1.11 �M;3.33 �M,24 h,14
1891,BRD-K05906022,limonin,3,-0.2617857,-0.26137114666666666,-0.3453254,-0.17700234,0.08416229573146478,3,A375;A549;VCAP,10 �M,24 h;6 h,3
1892,BRD-K45068323,W-13,3,-0.26175407,-0.25900205000000004,-0.30817556,-0.20707652,0.05060567342493037,3,HCC515;HT29;PC3,10 �M,6 h,3
1893,BRD-K42679050,Y-27152,9,-0.2616708,-0.28532454777777777,-0.3773517,-0.22334537,0.06061562973123946,6,A375;HA1E;HT29;MCF7;PC3;VCAP,10 �M,24 h;6 h,9
